batch_id,crop_type,variety,origin_region,harvest_datetime,harvest_weight_kg,initial_quality_score,harvest_temperature_c,harvest_conditions,field_precooled
BAT-000501,apples,Idared,North,2024-09-30 11:30:00,9833.5,96.0,14.8,Optimal Dry,False
BAT-000502,plums,Stanley,North,2024-09-10 12:00:00,6353.0,86.3,25.2,Optimal Dry,True
BAT-000503,tomatoes,Bobcat,North,2024-08-21 12:30:00,6221.3,92.6,32.4,Hot / Sun-Exposed,True
BAT-000504,plums,Stanley,North,2024-10-06 13:00:00,7410.8,92.2,19.0,Optimal Dry,False
BAT-000505,apples,Gala,North,2024-09-23 13:15:00,7736.1,83.4,24.1,Optimal Dry,False
BAT-000506,plums,Anna Späth,Centre,2024-08-26 09:00:00,4137.3,90.3,27.7,Optimal Dry,True
BAT-000507,plums,Stanley,South,2024-08-22 08:15:00,9958.9,92.0,23.0,Optimal Dry,True
BAT-000508,apples,Gala,North,2024-08-24 11:30:00,13439.8,94.2,26.9,Optimal Dry,False
BAT-000509,apples,Idared,South,2024-09-27 07:45:00,10994.1,93.4,17.2,Humid,True
BAT-000510,apples,Golden Delicious,North,2024-09-16 08:45:00,7450.0,92.5,17.4,Optimal Dry,True
BAT-000511,tomatoes,Primadonna,South,2024-09-15 12:15:00,2116.1,92.2,18.5,Optimal Dry,True
BAT-000512,apples,Gala,North,2024-09-21 10:30:00,10299.5,87.0,17.4,Optimal Dry,True
BAT-000513,apples,Gala,North,2024-09-16 12:00:00,4495.6,92.7,19.3,Optimal Dry,True
BAT-000514,plums,President,Centre,2024-09-29 11:00:00,4330.8,91.0,18.8,Optimal Dry,True
BAT-000515,table_grapes,Muscat de Hamburg,Centre,2024-09-03 12:00:00,3662.0,97.1,27.7,Optimal Dry,False
BAT-000516,plums,Stanley,South,2024-09-09 10:30:00,7556.3,92.3,20.1,Optimal Dry,True
BAT-000517,apples,Gala,North,2024-09-09 08:15:00,10410.0,95.7,15.1,Optimal Dry,False
BAT-000518,apples,Idared,North,2024-10-19 09:30:00,10644.7,86.8,6.1,Optimal Dry,True
BAT-000519,table_grapes,Moldova,South,2024-09-20 08:45:00,3391.1,86.1,13.4,Optimal Dry,True
BAT-000520,table_grapes,Victoria,South,2024-09-16 14:45:00,5545.9,94.7,22.0,Optimal Dry,True
BAT-000521,table_grapes,Codreanca,South,2024-09-14 11:45:00,3337.7,91.1,23.3,Optimal Dry,False
BAT-000522,table_grapes,Muscat de Hamburg,Centre,2024-10-15 13:45:00,5048.1,82.6,14.0,Optimal Dry,False
BAT-000523,apples,Granny Smith,Centre,2024-08-27 13:00:00,14286.7,99.0,28.9,Hot / Sun-Exposed,False
BAT-000524,table_grapes,Codreanca,South,2024-09-23 14:15:00,5939.4,84.9,24.9,Optimal Dry,True
BAT-000525,table_grapes,Codreanca,South,2024-09-27 09:45:00,3427.3,95.3,20.6,Optimal Dry,False
BAT-000526,strawberries,Marmolada,North,2024-06-17 11:30:00,1082.0,89.3,26.0,Optimal Dry,False
BAT-000527,apples,Golden Delicious,North,2024-08-23 12:00:00,14441.6,91.7,24.5,Optimal Dry,True
BAT-000528,apples,Granny Smith,North,2024-09-21 06:30:00,9692.2,88.4,11.5,Optimal Dry,True
BAT-000529,strawberries,Clery,North,2024-06-08 07:15:00,1389.6,85.3,18.7,Humid,True
BAT-000530,table_grapes,Victoria,Centre,2024-09-21 08:30:00,3795.7,88.8,13.5,Optimal Dry,True
BAT-000531,apples,Granny Smith,North,2024-08-28 10:15:00,14702.5,82.6,25.7,Optimal Dry,True
BAT-000532,tomatoes,Bobcat,South,2024-09-04 08:30:00,5066.4,92.0,20.1,Optimal Dry,True
BAT-000533,table_grapes,Victoria,Centre,2024-09-15 10:00:00,5566.1,93.5,16.5,Optimal Dry,True
BAT-000534,table_grapes,Moldova,South,2024-09-26 12:15:00,6030.3,94.1,23.1,Optimal Dry,True
BAT-000535,apples,Granny Smith,North,2024-10-25 09:45:00,11939.0,94.0,6.5,Optimal Dry,True
BAT-000536,apples,Granny Smith,North,2024-09-13 08:30:00,10916.2,92.7,17.1,Humid,False
BAT-000537,apricots,Krasnoshchoky,North,2024-07-10 11:45:00,4958.3,87.2,31.9,Hot / Sun-Exposed,False
BAT-000538,apples,Fuji,North,2024-09-17 11:45:00,10398.2,90.5,22.3,Optimal Dry,False
BAT-000539,apples,Fuji,North,2024-09-19 10:00:00,11212.3,87.0,16.3,Optimal Dry,False
BAT-000540,apples,Fuji,North,2024-09-14 06:30:00,10051.9,92.4,18.8,Post-Rain,False
BAT-000541,apples,Gala,North,2024-10-10 11:15:00,6715.1,96.8,15.8,Humid,False
BAT-000542,apples,Golden Delicious,North,2024-08-20 14:30:00,9635.0,84.6,34.2,Hot / Sun-Exposed,False
BAT-000543,plums,President,North,2024-09-30 09:30:00,4128.6,91.8,12.3,Optimal Dry,True
BAT-000544,apples,Granny Smith,North,2024-10-08 07:00:00,10854.9,91.1,7.8,Humid,True
BAT-000545,apples,Gala,North,2024-10-18 08:45:00,7030.2,87.4,3.3,Humid,True
BAT-000546,apples,Gala,Centre,2024-10-15 09:30:00,8603.4,97.4,11.6,Optimal Dry,True
BAT-000547,table_grapes,Moldova,South,2024-09-25 12:15:00,6941.4,98.3,22.9,Optimal Dry,False
BAT-000548,apples,Golden Delicious,North,2024-10-21 11:45:00,12310.2,94.0,11.2,Optimal Dry,False
BAT-000549,plums,Kabardinka,Centre,2024-08-15 07:30:00,4048.9,91.2,21.3,Optimal Dry,True
BAT-000550,pears,Ksenia,North,2024-08-26 12:45:00,10049.0,96.6,34.0,Hot / Sun-Exposed,True
BAT-000551,apples,Jonagold,North,2024-10-10 10:15:00,9125.3,90.4,14.5,Humid,True
BAT-000552,apples,Fuji,North,2024-10-02 07:30:00,14685.7,88.6,8.5,Humid,True
BAT-000553,apples,Jonagold,North,2024-10-17 12:30:00,12289.7,91.9,8.4,Optimal Dry,False
BAT-000554,plums,Kabardinka,Centre,2024-08-14 08:00:00,9323.4,85.7,18.9,Optimal Dry,False
BAT-000555,apples,Golden Delicious,North,2024-10-03 13:00:00,12161.4,88.4,19.9,Optimal Dry,True
BAT-000556,plums,President,South,2024-08-22 12:15:00,7049.6,83.2,29.7,Hot / Sun-Exposed,True
BAT-000557,tomatoes,Primadonna,Centre,2024-07-05 06:45:00,5987.8,85.0,17.5,Optimal Dry,True
BAT-000558,table_grapes,Victoria,Centre,2024-09-24 08:30:00,5539.0,92.5,14.3,Optimal Dry,False
BAT-000559,table_grapes,Moldova,South,2024-10-16 08:15:00,3510.5,96.0,7.5,Humid,False
BAT-000560,tomatoes,Cherry,North,2024-07-19 07:15:00,3936.3,84.9,22.0,Optimal Dry,True
BAT-000561,apples,Gala,North,2024-10-15 12:45:00,6178.5,88.8,13.7,Optimal Dry,True
BAT-000562,tomatoes,Rio Grande,South,2024-07-20 06:45:00,4842.6,91.3,22.3,Optimal Dry,False
BAT-000563,strawberries,Clery,North,2024-06-13 08:15:00,865.1,91.3,16.3,Optimal Dry,True
BAT-000564,strawberries,Marmolada,North,2024-05-21 13:00:00,872.7,91.2,24.7,Optimal Dry,False
BAT-000565,raspberries,Heritage,North,2024-06-29 14:00:00,1964.2,89.5,31.2,Hot / Sun-Exposed,False
BAT-000566,apples,Granny Smith,Centre,2024-09-27 07:15:00,9443.3,92.2,16.6,Humid,False
BAT-000567,plums,President,Centre,2024-08-05 09:30:00,5283.2,90.6,23.5,Optimal Dry,True
BAT-000568,apricots,Krasnoshchoky,North,2024-07-27 14:00:00,5412.7,88.0,26.7,Optimal Dry,True
BAT-000569,strawberries,Alba,Centre,2024-05-23 14:00:00,991.1,92.7,25.9,Optimal Dry,False
BAT-000570,apples,Granny Smith,North,2024-09-07 08:45:00,5333.3,82.2,20.2,Optimal Dry,True
BAT-000571,apples,Golden Delicious,North,2024-10-11 06:00:00,4669.4,89.1,12.9,Humid,False
BAT-000572,apples,Granny Smith,Centre,2024-08-25 08:00:00,14487.8,96.4,22.0,Optimal Dry,True
BAT-000573,apples,Granny Smith,North,2024-10-15 14:15:00,14937.4,93.1,14.3,Optimal Dry,False
BAT-000574,plums,Anna Späth,Centre,2024-10-04 06:00:00,7561.7,90.3,14.5,Humid,True
BAT-000575,apples,Granny Smith,Centre,2024-09-06 07:15:00,11589.1,88.7,17.1,Optimal Dry,False
BAT-000576,apples,Gala,North,2024-08-23 08:15:00,4363.1,90.9,18.4,Optimal Dry,False
BAT-000577,pears,Ksenia,North,2024-09-21 08:15:00,3504.6,95.9,12.7,Optimal Dry,False
BAT-000578,apples,Jonagold,North,2024-10-20 14:45:00,9086.8,89.9,10.0,Optimal Dry,False
BAT-000579,table_grapes,Moldova,South,2024-09-09 07:30:00,4474.5,97.3,14.5,Optimal Dry,False
BAT-000580,pears,Abate Fetel,Centre,2024-10-13 10:00:00,3612.5,90.9,10.4,Optimal Dry,False
BAT-000581,tomatoes,Cherry,Centre,2024-08-25 12:15:00,3128.5,89.1,30.1,Hot / Sun-Exposed,True
BAT-000582,apples,Idared,North,2024-08-20 07:30:00,8984.1,91.4,23.7,Optimal Dry,False
BAT-000583,apples,Granny Smith,Centre,2024-09-25 10:30:00,5735.3,92.0,19.4,Optimal Dry,False
BAT-000584,plums,Kabardinka,Centre,2024-10-08 07:00:00,3311.0,99.0,8.7,Humid,False
BAT-000585,table_grapes,Muscat de Hamburg,South,2024-09-03 13:15:00,7027.2,91.2,31.0,Hot / Sun-Exposed,True
BAT-000586,strawberries,Marmolada,Centre,2024-06-01 14:30:00,1669.8,91.9,29.6,Hot / Sun-Exposed,False
BAT-000587,apples,Idared,North,2024-10-05 08:00:00,4875.6,89.0,16.1,Humid,True
BAT-000588,strawberries,Asia,Centre,2024-06-23 13:30:00,2739.9,90.0,31.1,Hot / Sun-Exposed,False
BAT-000589,apples,Golden Delicious,Centre,2024-10-16 10:00:00,10876.6,94.2,8.8,Humid,True
BAT-000590,table_grapes,Moldova,South,2024-10-08 09:15:00,5811.1,84.8,11.5,Humid,True
BAT-000591,apples,Idared,North,2024-09-12 14:45:00,10146.2,90.2,20.7,Optimal Dry,True
BAT-000592,table_grapes,Muscat de Hamburg,South,2024-10-22 09:15:00,5514.4,87.7,4.1,Humid,False
BAT-000593,apples,Granny Smith,North,2024-09-18 09:15:00,13654.9,93.2,16.9,Optimal Dry,False
BAT-000594,table_grapes,Victoria,Centre,2024-10-03 06:45:00,7127.9,87.6,10.0,Humid,True
BAT-000595,apples,Gala,North,2024-09-08 12:00:00,9011.0,87.7,24.4,Optimal Dry,True
BAT-000596,table_grapes,Victoria,Centre,2024-09-07 10:00:00,6803.5,92.9,20.9,Optimal Dry,False
BAT-000597,apples,Idared,North,2024-09-12 06:15:00,14548.7,88.2,18.3,Humid,False
BAT-000598,pears,Williams,Centre,2024-09-21 12:15:00,7559.7,91.2,21.6,Optimal Dry,False
BAT-000599,table_grapes,Moldova,South,2024-09-24 13:45:00,5634.7,96.2,25.7,Optimal Dry,False
BAT-000600,plums,President,South,2024-08-22 11:00:00,3991.2,90.5,27.9,Optimal Dry,True
BAT-000601,strawberries,Marmolada,Centre,2024-06-20 13:45:00,2979.2,97.7,28.3,Hot / Sun-Exposed,False
BAT-000602,table_grapes,Victoria,South,2024-10-24 10:00:00,2572.9,89.6,9.7,Optimal Dry,False
BAT-000603,apples,Fuji,Centre,2024-09-16 07:00:00,11229.8,87.5,16.9,Optimal Dry,True
BAT-000604,apples,Idared,Centre,2024-10-15 09:30:00,13782.7,89.3,11.6,Optimal Dry,False
BAT-000605,apples,Jonagold,North,2024-10-21 13:00:00,6669.7,94.9,12.6,Optimal Dry,False
BAT-000606,apples,Gala,North,2024-09-16 09:30:00,12525.2,94.2,18.2,Optimal Dry,False
BAT-000607,pears,Abate Fetel,North,2024-09-25 12:30:00,9146.2,87.8,22.7,Optimal Dry,False
BAT-000608,raspberries,Heritage,Centre,2024-08-04 13:00:00,1587.5,85.3,21.7,Optimal Dry,True
BAT-000609,apricots,Kioto,North,2024-06-25 09:15:00,2622.1,95.5,20.6,Optimal Dry,False
BAT-000610,apples,Granny Smith,North,2024-08-29 14:00:00,10637.9,97.6,29.5,Hot / Sun-Exposed,False
BAT-000611,apricots,Krasnoshchoky,Centre,2024-07-01 13:45:00,2754.6,85.1,32.6,Hot / Sun-Exposed,False
BAT-000612,apples,Granny Smith,Centre,2024-10-01 07:30:00,13725.0,93.9,10.6,Humid,False
BAT-000613,apples,Gala,South,2024-08-27 11:30:00,13162.6,87.3,26.3,Optimal Dry,True
BAT-000614,strawberries,Clery,Centre,2024-06-12 13:00:00,2860.6,89.9,24.8,Optimal Dry,False
BAT-000615,apples,Granny Smith,South,2024-10-04 14:00:00,14383.7,86.8,23.3,Optimal Dry,False
BAT-000616,plums,Anna Späth,Centre,2024-09-21 08:45:00,4054.0,88.0,16.0,Optimal Dry,True
BAT-000617,pears,Ksenia,North,2024-09-03 09:45:00,7733.8,85.6,25.1,Optimal Dry,True
BAT-000618,tomatoes,Bobcat,Centre,2024-10-03 06:15:00,5154.0,92.5,10.3,Humid,True
BAT-000619,apples,Gala,North,2024-10-15 07:45:00,9036.7,89.3,5.3,Humid,False
BAT-000620,apples,Gala,North,2024-09-28 07:00:00,5511.4,91.2,16.7,Optimal Dry,True
BAT-000621,pears,Conference,North,2024-10-10 14:00:00,9124.2,89.8,19.4,Optimal Dry,False
BAT-000622,plums,Kabardinka,North,2024-09-02 12:45:00,3973.7,89.1,31.0,Hot / Sun-Exposed,True
BAT-000623,apples,Idared,North,2024-09-28 11:45:00,8767.5,91.5,23.5,Optimal Dry,True
BAT-000624,apples,Jonagold,North,2024-08-25 09:15:00,12076.4,91.9,23.1,Optimal Dry,False
BAT-000625,plums,Anna Späth,Centre,2024-09-05 14:30:00,4974.7,93.4,22.8,Optimal Dry,False
BAT-000626,plums,Kabardinka,South,2024-08-01 11:45:00,3843.1,93.8,30.2,Hot / Sun-Exposed,True
BAT-000627,table_grapes,Muscat de Hamburg,Centre,2024-10-22 07:30:00,7500.0,93.8,5.0,Optimal Dry,False
BAT-000628,plums,Anna Späth,South,2024-10-09 09:45:00,5244.5,83.5,16.9,Optimal Dry,False
BAT-000629,apples,Idared,North,2024-10-09 10:30:00,12282.7,90.3,15.2,Optimal Dry,False
BAT-000630,table_grapes,Muscat de Hamburg,Centre,2024-09-02 10:00:00,3512.9,93.7,25.3,Optimal Dry,True
BAT-000631,apples,Gala,North,2024-09-07 08:15:00,12795.4,89.0,17.8,Optimal Dry,True
BAT-000632,apples,Granny Smith,North,2024-09-20 09:15:00,13881.7,85.2,13.0,Optimal Dry,False
BAT-000633,table_grapes,Victoria,South,2024-09-28 10:45:00,6210.4,92.8,22.3,Optimal Dry,False
BAT-000634,apples,Granny Smith,North,2024-10-01 12:15:00,8083.1,87.3,10.7,Humid,True
BAT-000635,apples,Granny Smith,Centre,2024-08-27 09:45:00,7300.4,90.5,25.7,Optimal Dry,False
BAT-000636,tomatoes,Rio Grande,South,2024-09-04 12:45:00,3622.4,92.1,26.1,Optimal Dry,False
BAT-000637,apples,Granny Smith,Centre,2024-09-04 07:15:00,8353.3,88.8,18.4,Optimal Dry,True
BAT-000638,raspberries,Polana,North,2024-08-10 08:15:00,1579.6,85.1,20.7,Humid,True
BAT-000639,plums,Anna Späth,Centre,2024-08-15 11:15:00,7845.4,86.1,27.2,Optimal Dry,True
BAT-000640,table_grapes,Victoria,South,2024-09-05 09:30:00,2626.5,92.9,22.0,Optimal Dry,False
BAT-000641,raspberries,Novokitaevskaya,North,2024-07-14 10:45:00,841.2,91.5,34.1,Hot / Sun-Exposed,True
BAT-000642,apples,Golden Delicious,North,2024-10-17 09:00:00,5771.9,88.6,6.4,Optimal Dry,False
BAT-000643,strawberries,Marmolada,Centre,2024-06-22 09:00:00,2144.4,91.5,23.6,Optimal Dry,True
BAT-000644,apples,Jonagold,Centre,2024-08-30 07:00:00,14907.4,90.0,22.5,Optimal Dry,False
BAT-000645,tomatoes,Bobcat,Centre,2024-07-07 08:00:00,5764.2,92.2,21.6,Optimal Dry,True
BAT-000646,apples,Gala,North,2024-09-27 06:00:00,6303.6,91.5,16.4,Humid,True
BAT-000647,raspberries,Heritage,Centre,2024-07-19 07:30:00,1594.6,87.6,24.0,Optimal Dry,False
BAT-000648,apricots,Nadejda,North,2024-07-13 07:15:00,4088.8,94.1,25.4,Optimal Dry,False
BAT-000649,apples,Idared,North,2024-09-13 13:00:00,4515.6,93.3,25.6,Optimal Dry,False
BAT-000650,plums,Kabardinka,Centre,2024-08-13 13:15:00,9472.3,89.6,27.4,Optimal Dry,False
BAT-000651,raspberries,Glen Ample,Centre,2024-07-13 13:15:00,1314.5,86.2,35.7,Hot / Sun-Exposed,True
BAT-000652,plums,President,Centre,2024-08-01 14:30:00,9323.4,92.3,29.5,Hot / Sun-Exposed,False
BAT-000653,apples,Golden Delicious,Centre,2024-09-12 07:30:00,10335.3,82.8,17.9,Humid,True
BAT-000654,apples,Granny Smith,North,2024-08-20 08:45:00,8256.3,84.3,26.5,Optimal Dry,False
BAT-000655,apples,Granny Smith,North,2024-10-05 06:00:00,11086.9,80.6,14.7,Humid,False
BAT-000656,apples,Fuji,North,2024-08-27 13:00:00,13532.2,96.4,32.6,Hot / Sun-Exposed,True
BAT-000657,apricots,Spring Blush,South,2024-07-19 14:15:00,4276.1,84.3,32.0,Hot / Sun-Exposed,False
BAT-000658,raspberries,Novokitaevskaya,North,2024-07-16 11:30:00,2437.8,86.4,36.4,Hot / Sun-Exposed,False
BAT-000659,tomatoes,Rio Grande,South,2024-07-10 07:00:00,4019.5,96.1,24.0,Optimal Dry,False
BAT-000660,table_grapes,Victoria,South,2024-10-01 11:45:00,3886.7,94.4,10.0,Humid,False
BAT-000661,tomatoes,Cherry,South,2024-08-19 14:30:00,5879.5,89.9,33.0,Hot / Sun-Exposed,False
BAT-000662,apples,Idared,North,2024-09-17 13:00:00,5808.3,92.2,23.0,Optimal Dry,False
BAT-000663,table_grapes,Codreanca,Centre,2024-09-25 07:30:00,4912.0,92.7,14.6,Humid,False
BAT-000664,table_grapes,Muscat de Hamburg,South,2024-09-21 09:00:00,4294.2,90.7,14.5,Optimal Dry,True
BAT-000665,plums,President,South,2024-09-19 08:30:00,3638.9,91.8,14.1,Optimal Dry,False
BAT-000666,tomatoes,Rio Grande,South,2024-07-01 07:45:00,4416.2,99.0,23.3,Optimal Dry,False
BAT-000667,plums,Kabardinka,Centre,2024-08-24 12:30:00,9324.9,89.3,26.3,Optimal Dry,False
BAT-000668,raspberries,Novokitaevskaya,North,2024-07-06 09:15:00,1819.3,79.9,22.6,Optimal Dry,False
BAT-000669,table_grapes,Codreanca,Centre,2024-10-13 06:45:00,2929.0,82.6,7.1,Optimal Dry,True
BAT-000670,table_grapes,Moldova,South,2024-09-18 10:45:00,6806.7,95.8,20.1,Optimal Dry,True
BAT-000671,plums,Stanley,South,2024-09-18 07:00:00,9954.8,96.7,13.1,Humid,True
BAT-000672,pears,Ksenia,Centre,2024-10-06 09:15:00,7382.4,83.2,17.3,Humid,False
BAT-000673,table_grapes,Moldova,South,2024-09-26 07:30:00,2636.0,89.6,17.4,Humid,True
BAT-000674,plums,President,Centre,2024-08-04 09:15:00,3299.4,96.8,21.0,Optimal Dry,True
BAT-000675,plums,Anna Späth,Centre,2024-10-03 07:45:00,5497.0,96.4,10.7,Humid,False
BAT-000676,plums,Stanley,North,2024-09-17 10:30:00,3420.1,83.9,19.6,Optimal Dry,False
BAT-000677,apples,Granny Smith,Centre,2024-10-23 09:00:00,5250.5,96.7,7.3,Optimal Dry,False
BAT-000678,table_grapes,Moldova,South,2024-09-01 08:30:00,5890.8,90.9,21.7,Optimal Dry,False
BAT-000679,plums,Stanley,Centre,2024-08-09 14:15:00,7920.7,85.6,31.9,Hot / Sun-Exposed,False
BAT-000680,table_grapes,Victoria,South,2024-09-18 10:30:00,4352.9,87.9,17.9,Optimal Dry,False
BAT-000681,table_grapes,Victoria,South,2024-09-12 08:30:00,4598.2,92.5,18.3,Humid,False
BAT-000682,apples,Idared,North,2024-09-30 08:00:00,11015.0,94.1,11.2,Optimal Dry,False
BAT-000683,table_grapes,Victoria,South,2024-09-20 06:30:00,6238.8,97.4,11.0,Optimal Dry,False
BAT-000684,tomatoes,Rio Grande,South,2024-08-02 08:15:00,5729.6,94.1,23.3,Optimal Dry,True
BAT-000685,plums,President,North,2024-08-04 13:00:00,7930.8,92.3,23.2,Optimal Dry,False
BAT-000686,apples,Golden Delicious,North,2024-10-21 13:45:00,8652.7,90.7,13.5,Optimal Dry,True
BAT-000687,tomatoes,Cherry,Centre,2024-08-11 11:15:00,3404.0,95.6,27.4,Optimal Dry,False
BAT-000688,apples,Jonagold,North,2024-10-06 13:15:00,11113.1,89.7,19.0,Optimal Dry,False
BAT-000689,table_grapes,Codreanca,South,2024-09-05 09:15:00,3802.0,93.1,20.1,Optimal Dry,True
BAT-000690,plums,President,South,2024-09-05 10:30:00,7219.6,90.0,22.0,Optimal Dry,False
BAT-000691,pears,Conference,Centre,2024-09-11 13:15:00,10961.8,87.9,25.9,Optimal Dry,False
BAT-000692,apples,Idared,North,2024-10-08 08:00:00,12069.9,89.9,8.5,Humid,True
BAT-000693,apples,Idared,North,2024-08-31 07:00:00,10639.9,90.9,19.7,Optimal Dry,True
BAT-000694,plums,Kabardinka,Centre,2024-09-07 10:00:00,9912.7,82.9,20.9,Optimal Dry,True
BAT-000695,table_grapes,Codreanca,South,2024-09-15 09:30:00,7619.9,85.5,15.7,Optimal Dry,True
BAT-000696,apples,Golden Delicious,North,2024-09-27 09:45:00,8808.6,90.5,21.5,Optimal Dry,False
BAT-000697,plums,Kabardinka,Centre,2024-10-02 09:30:00,7117.1,92.0,12.9,Optimal Dry,True
BAT-000698,apples,Fuji,North,2024-09-30 14:30:00,4940.1,90.9,16.7,Optimal Dry,False
BAT-000699,plums,Kabardinka,North,2024-09-05 14:00:00,8079.9,92.6,23.3,Optimal Dry,False
BAT-000700,apples,Idared,Centre,2024-08-22 06:30:00,4290.2,85.5,22.8,Optimal Dry,True
BAT-000701,apples,Gala,North,2024-09-08 11:30:00,11666.8,93.0,24.4,Optimal Dry,True
BAT-000702,apples,Jonagold,North,2024-08-25 07:30:00,8576.6,84.3,20.6,Optimal Dry,True
BAT-000703,strawberries,Asia,North,2024-05-20 07:30:00,1040.8,92.6,14.8,Optimal Dry,True
BAT-000704,apples,Jonagold,North,2024-08-26 09:30:00,5092.0,97.5,29.3,Hot / Sun-Exposed,False
BAT-000705,table_grapes,Victoria,South,2024-10-25 14:30:00,5835.8,94.5,14.0,Optimal Dry,False
BAT-000706,apples,Granny Smith,North,2024-10-01 12:45:00,6549.1,85.1,11.5,Optimal Dry,False
BAT-000707,tomatoes,Cherry,Centre,2024-07-29 11:15:00,5749.7,95.5,22.0,Optimal Dry,True
BAT-000708,pears,Ksenia,Centre,2024-10-15 09:15:00,6597.5,90.7,9.0,Optimal Dry,False
BAT-000709,table_grapes,Moldova,South,2024-09-26 08:45:00,7536.1,89.9,19.2,Humid,False
BAT-000710,tomatoes,Rio Grande,Centre,2024-09-23 10:15:00,3232.5,84.7,19.7,Optimal Dry,False
BAT-000711,pears,Williams,North,2024-09-03 06:45:00,5362.9,89.4,19.6,Optimal Dry,False
BAT-000712,apples,Golden Delicious,North,2024-10-06 11:15:00,6377.7,87.7,17.1,Optimal Dry,False
BAT-000713,tomatoes,Primadonna,Centre,2024-08-10 07:00:00,5444.9,90.3,20.2,Humid,True
BAT-000714,pears,Ksenia,Centre,2024-09-19 08:45:00,11979.3,86.5,15.2,Optimal Dry,False
BAT-000715,table_grapes,Codreanca,Centre,2024-09-17 09:30:00,4975.6,92.8,19.5,Optimal Dry,True
BAT-000716,plums,President,South,2024-09-13 06:45:00,5784.7,86.6,16.9,Humid,False
BAT-000717,plums,Anna Späth,Centre,2024-10-07 12:00:00,9603.1,87.4,14.3,Optimal Dry,True
BAT-000718,plums,Stanley,South,2024-09-24 07:15:00,6808.4,99.0,13.1,Humid,False
BAT-000719,table_grapes,Victoria,Centre,2024-10-14 08:15:00,6771.3,90.7,10.0,Optimal Dry,False
BAT-000720,plums,Stanley,North,2024-09-23 12:15:00,8840.2,91.3,22.9,Optimal Dry,True
BAT-000721,plums,Anna Späth,Centre,2024-09-03 13:30:00,3790.7,88.1,29.6,Hot / Sun-Exposed,True
BAT-000722,apples,Idared,North,2024-09-22 13:45:00,6222.7,92.6,22.9,Optimal Dry,True
BAT-000723,plums,Kabardinka,Centre,2024-09-22 10:45:00,3156.3,95.2,20.2,Optimal Dry,True
BAT-000724,plums,Anna Späth,Centre,2024-09-18 11:15:00,8321.9,88.0,21.1,Optimal Dry,False
BAT-000725,table_grapes,Muscat de Hamburg,South,2024-09-07 12:30:00,2951.4,96.9,24.0,Optimal Dry,True
BAT-000726,plums,Kabardinka,Centre,2024-09-23 08:00:00,2561.8,99.0,14.0,Optimal Dry,True
BAT-000727,apples,Jonagold,Centre,2024-08-27 10:45:00,9543.0,95.8,25.7,Post-Rain,True
BAT-000728,apricots,Krasnoshchoky,Centre,2024-07-17 09:15:00,5498.6,88.8,30.4,Hot / Sun-Exposed,False
BAT-000729,table_grapes,Victoria,Centre,2024-10-22 09:00:00,3287.0,93.7,6.1,Optimal Dry,False
BAT-000730,apples,Golden Delicious,Centre,2024-08-27 10:00:00,13134.6,86.6,25.7,Optimal Dry,True
BAT-000731,strawberries,Asia,South,2024-05-29 13:00:00,2343.4,84.5,19.9,Optimal Dry,False
BAT-000732,pears,Conference,Centre,2024-08-30 08:15:00,5982.7,90.9,23.0,Optimal Dry,False
BAT-000733,table_grapes,Codreanca,South,2024-10-14 12:15:00,3255.7,84.9,15.6,Optimal Dry,False
BAT-000734,apples,Granny Smith,North,2024-09-26 10:15:00,7408.2,95.4,19.3,Optimal Dry,True
BAT-000735,apples,Golden Delicious,North,2024-09-18 11:00:00,4958.2,92.0,20.2,Optimal Dry,False
BAT-000736,tomatoes,Rio Grande,Centre,2024-07-04 11:00:00,6032.2,90.3,23.6,Optimal Dry,False
BAT-000737,apples,Jonagold,Centre,2024-08-28 07:30:00,12528.1,89.9,22.7,Optimal Dry,False
BAT-000738,plums,Stanley,South,2024-09-27 10:15:00,4207.4,90.7,20.6,Optimal Dry,False
BAT-000739,table_grapes,Codreanca,South,2024-09-11 06:30:00,4150.0,82.0,17.3,Humid,False
BAT-000740,raspberries,Novokitaevskaya,North,2024-07-26 11:45:00,1224.2,88.5,22.9,Optimal Dry,False
BAT-000741,strawberries,Asia,Centre,2024-05-30 07:15:00,2254.4,87.1,13.5,Humid,True
BAT-000742,apples,Idared,North,2024-08-27 09:45:00,6869.7,90.1,28.2,Hot / Sun-Exposed,False
BAT-000743,apricots,Nadejda,South,2024-07-30 09:30:00,3160.2,90.6,22.9,Optimal Dry,True
BAT-000744,plums,Kabardinka,Centre,2024-08-30 09:45:00,9206.2,83.7,25.2,Optimal Dry,False
BAT-000745,apples,Granny Smith,North,2024-08-26 13:45:00,12140.1,97.1,35.0,Hot / Sun-Exposed,False
BAT-000746,table_grapes,Codreanca,South,2024-09-07 12:45:00,5939.6,87.2,24.8,Optimal Dry,False
BAT-000747,plums,Kabardinka,South,2024-08-03 13:30:00,3744.8,94.6,33.6,Hot / Sun-Exposed,False
BAT-000748,apples,Gala,North,2024-08-23 11:45:00,11925.2,93.6,24.5,Optimal Dry,True
BAT-000749,pears,Williams,South,2024-10-02 08:45:00,9278.7,86.3,10.6,Optimal Dry,True
BAT-000750,apricots,Nadejda,Centre,2024-07-27 09:30:00,5885.4,92.7,23.1,Optimal Dry,True
BAT-000751,apples,Idared,North,2024-10-14 11:30:00,5293.3,90.8,14.1,Optimal Dry,False
