batch_id,quality_status,loss_fraction_pct,quality_score,economic_loss_eur
BAT-001157,degraded,8.72,86.2,645.83
BAT-001158,optimal,3.17,93.5,181.45
BAT-001159,degraded,6.19,89.7,363.21
BAT-001160,optimal,1.95,95.4,132.05
BAT-001161,degraded,5.57,90.1,313.69
BAT-001162,degraded,13.07,77.6,886.22
BAT-001163,severe_degradation,18.46,67.9,1433.61
BAT-001164,severe_degradation,26.55,54.8,1213.42
BAT-001165,degraded,13.65,77.2,859.2
BAT-001166,degraded,12.76,79.0,617.85
BAT-001167,severe_degradation,26.33,55.0,1772.83
BAT-001168,severe_degradation,20.35,64.0,760.4
BAT-001169,severe_degradation,16.29,71.6,1251.34
BAT-001170,severe_degradation,15.78,71.7,758.68
BAT-001171,degraded,7.07,87.8,346.63
BAT-001172,optimal,3.78,93.0,282.59
BAT-001173,degraded,9.9,83.9,363.92
BAT-001174,lost,79.58,5.0,5725.34
BAT-001175,optimal,3.51,93.6,153.46
BAT-001176,lost,51.66,11.4,1699.74
BAT-001177,severe_degradation,16.13,71.6,1193.88
BAT-001178,degraded,11.22,78.3,541.98
BAT-001179,degraded,8.57,84.2,798.54
BAT-001180,severe_degradation,17.43,70.1,1558.66
BAT-001181,degraded,6.94,88.1,461.22
BAT-001182,optimal,3.14,93.4,105.67
BAT-001183,optimal,3.27,93.1,209.92
BAT-001184,degraded,6.84,89.3,629.25
BAT-001185,optimal,3.87,92.8,325.67
BAT-001186,degraded,12.6,78.6,529.75
BAT-001187,optimal,2.32,97.1,200.97
BAT-001188,degraded,11.18,82.6,633.17
BAT-001189,degraded,9.92,82.3,388.08
BAT-001190,optimal,1.61,97.4,141.93
BAT-001191,optimal,0.96,98.5,70.62
BAT-001192,degraded,7.15,87.4,263.28
BAT-001193,severe_degradation,20.1,65.8,1477.19
BAT-001194,optimal,1.51,98.1,90.71
BAT-001195,severe_degradation,15.23,73.0,726.72
BAT-001196,severe_degradation,28.73,50.9,2136.22
BAT-001197,degraded,8.03,86.2,352.22
BAT-001198,optimal,2.93,94.8,253.15
BAT-001199,degraded,11.47,77.7,457.45
BAT-001200,severe_degradation,26.21,52.9,2267.07
BAT-001201,optimal,4.44,90.9,144.35
BAT-001202,degraded,7.75,86.2,369.97
BAT-001203,degraded,7.84,85.5,472.64
BAT-001204,optimal,1.84,96.4,73.84
BAT-001205,optimal,3.29,93.1,115.58
BAT-001206,severe_degradation,15.37,73.0,1003.81
BAT-001207,degraded,13.58,77.5,414.89
BAT-001208,lost,75.38,5.0,1707.47
BAT-001209,severe_degradation,32.34,43.6,1091.56
BAT-001210,degraded,11.45,79.3,603.44
BAT-001211,degraded,14.97,75.1,431.96
BAT-001212,optimal,2.83,95.7,157.07
BAT-001213,severe_degradation,16.7,70.6,1322.29
BAT-001214,severe_degradation,27.34,52.7,2455.7
BAT-001215,degraded,5.56,90.2,500.2
BAT-001216,severe_degradation,23.27,60.2,1002.42
BAT-001217,severe_degradation,21.68,63.3,814.08
BAT-001218,degraded,10.03,80.9,731.2
BAT-001219,optimal,4.57,91.8,156.68
BAT-001220,optimal,2.21,95.5,146.79
BAT-001221,severe_degradation,18.45,67.3,686.23
BAT-001222,degraded,8.0,86.5,458.12
BAT-001223,severe_degradation,25.56,54.6,962.18
BAT-001224,optimal,4.38,90.6,75.55
BAT-001225,degraded,5.3,91.0,236.63
BAT-001226,optimal,3.8,92.1,128.25
BAT-001227,degraded,8.94,82.9,888.47
BAT-001228,optimal,4.96,89.3,546.24
BAT-001229,degraded,10.09,81.0,660.1
BAT-001230,degraded,12.82,76.6,328.6
BAT-001231,optimal,3.95,92.4,292.52
BAT-001232,optimal,1.17,98.1,73.12
BAT-001233,lost,52.49,8.0,5614.71
BAT-001234,degraded,9.22,82.7,520.26
BAT-001235,optimal,1.36,98.5,53.3
BAT-001236,degraded,5.13,90.1,247.19
BAT-001237,degraded,12.02,78.3,952.16
BAT-001238,degraded,9.15,84.3,497.92
BAT-001239,degraded,8.83,84.4,244.49
BAT-001240,degraded,9.18,84.8,539.75
BAT-001241,optimal,2.04,96.7,190.62
BAT-001242,degraded,7.05,86.5,221.88
BAT-001243,lost,80.31,5.0,1934.86
BAT-001244,lost,73.26,5.0,6985.8
BAT-001245,severe_degradation,26.3,54.6,878.51
BAT-001246,severe_degradation,15.28,75.5,1265.45
BAT-001247,degraded,6.94,89.3,563.26
BAT-001248,optimal,0.79,98.5,52.52
BAT-001249,optimal,3.37,94.6,219.49
BAT-001250,degraded,6.47,89.0,400.89
BAT-001251,lost,54.44,5.0,2714.38
BAT-001252,optimal,3.16,95.0,209.74
BAT-001253,severe_degradation,26.34,57.3,1048.06
BAT-001254,optimal,1.34,98.5,127.06
BAT-001255,degraded,6.28,89.0,311.38
BAT-001256,severe_degradation,22.45,60.2,999.28
BAT-001257,optimal,3.17,95.0,131.45
BAT-001258,degraded,12.1,80.1,212.81
BAT-001259,degraded,8.55,85.2,407.17
BAT-001260,degraded,13.48,76.2,470.04
BAT-001261,degraded,7.54,86.3,594.48
BAT-001262,severe_degradation,24.48,56.6,1375.11
BAT-001263,severe_degradation,26.77,53.2,1191.6
BAT-001264,severe_degradation,26.61,53.3,1340.56
BAT-001265,degraded,6.6,87.4,398.48
BAT-001266,degraded,7.39,89.6,342.6
BAT-001267,optimal,4.21,91.9,185.2
BAT-001268,degraded,9.2,83.4,638.45
BAT-001269,severe_degradation,18.06,68.0,550.93
BAT-001270,degraded,13.99,76.2,610.97
BAT-001271,severe_degradation,24.2,59.4,895.37
BAT-001272,optimal,2.9,94.6,125.0
BAT-001273,degraded,7.52,87.4,209.0
BAT-001274,degraded,6.02,90.6,574.4
BAT-001275,degraded,5.65,87.9,153.61
BAT-001276,severe_degradation,33.93,42.4,2296.78
BAT-001277,optimal,3.67,94.0,104.89
BAT-001278,severe_degradation,15.04,72.9,1420.17
BAT-001279,degraded,6.19,89.5,261.72
BAT-001280,optimal,4.94,90.4,462.67
BAT-001281,optimal,2.39,96.5,140.01
BAT-001282,severe_degradation,23.01,59.5,1017.0
BAT-001283,optimal,2.86,92.2,165.23
BAT-001284,lost,66.07,5.0,2582.92
BAT-001285,severe_degradation,20.57,64.3,1761.41
BAT-001286,optimal,3.47,92.8,334.16
BAT-001287,severe_degradation,15.63,72.3,723.89
BAT-001288,optimal,4.39,92.5,124.93
BAT-001289,optimal,3.31,94.9,151.18
BAT-001290,optimal,1.32,95.1,99.49
BAT-001291,severe_degradation,20.05,64.5,556.04
BAT-001292,degraded,6.44,89.5,310.03
BAT-001293,optimal,2.11,96.9,187.38
BAT-001294,optimal,4.72,90.1,286.87
BAT-001295,optimal,4.18,92.2,161.81
BAT-001296,degraded,14.9,73.0,865.6
BAT-001297,degraded,14.77,73.4,825.73
BAT-001298,severe_degradation,18.55,67.7,863.52
BAT-001299,optimal,2.29,96.1,150.5
BAT-001300,severe_degradation,18.07,68.6,572.46
BAT-001301,degraded,6.81,87.5,490.88
BAT-001302,optimal,1.83,97.1,77.23
BAT-001303,severe_degradation,15.7,73.2,1492.46
BAT-001304,optimal,2.85,95.0,103.3
BAT-001305,severe_degradation,18.13,69.1,858.71
BAT-001306,degraded,6.46,89.0,427.65
BAT-001307,severe_degradation,23.39,57.9,863.47
BAT-001308,optimal,0.4,98.5,12.35
BAT-001309,lost,67.33,5.0,4038.54
BAT-001310,severe_degradation,15.33,73.6,839.69
BAT-001311,degraded,11.6,81.3,582.17
BAT-001312,degraded,13.37,75.7,236.28
BAT-001313,optimal,3.06,93.4,180.8
BAT-001314,severe_degradation,15.73,71.7,997.49
BAT-001315,degraded,8.36,85.7,467.45
BAT-001316,lost,62.69,5.0,2715.97
BAT-001317,severe_degradation,28.4,51.3,1314.78
BAT-001318,optimal,3.88,94.3,100.68
BAT-001319,severe_degradation,26.37,54.9,2369.84
BAT-001320,severe_degradation,23.6,58.3,899.73
BAT-001321,optimal,2.95,93.0,85.09
BAT-001322,severe_degradation,15.58,71.9,1747.49
BAT-001323,severe_degradation,16.98,71.3,747.86
BAT-001324,optimal,4.66,92.6,154.43
BAT-001325,degraded,14.04,75.4,708.67
BAT-001326,degraded,14.66,75.1,801.94
BAT-001327,degraded,7.63,88.0,277.15
BAT-001328,degraded,11.25,81.3,538.58
BAT-001329,degraded,14.09,76.2,1050.83
BAT-001330,optimal,4.23,92.0,263.69
BAT-001331,degraded,5.43,89.8,267.42
BAT-001332,severe_degradation,18.97,68.7,738.15
BAT-001333,severe_degradation,15.83,71.6,1053.88
BAT-001334,optimal,3.3,94.7,91.3
BAT-001335,optimal,2.41,96.2,204.69
BAT-001336,lost,76.15,5.0,1838.97
BAT-001337,severe_degradation,23.79,57.9,647.99
BAT-001338,degraded,8.88,85.4,256.31
BAT-001339,degraded,11.49,79.2,372.65
BAT-001340,optimal,3.5,94.9,171.77
BAT-001341,degraded,12.11,79.4,1336.16
BAT-001342,optimal,2.05,96.4,122.8
BAT-001343,optimal,2.14,96.4,108.16
BAT-001344,degraded,14.9,73.5,669.45
BAT-001345,lost,95.44,5.0,2547.78
BAT-001346,degraded,5.06,91.0,246.89
BAT-001347,optimal,4.44,91.6,298.81
BAT-001348,degraded,5.41,89.7,309.01
BAT-001349,degraded,14.89,75.1,630.76
BAT-001350,optimal,0.64,98.2,25.1
BAT-001351,severe_degradation,25.61,56.6,794.68
BAT-001352,degraded,11.06,79.2,694.61
BAT-001353,degraded,7.55,88.3,273.6
BAT-001354,degraded,10.78,81.2,878.83
BAT-001355,lost,72.66,5.0,3187.42
BAT-001356,optimal,3.84,91.1,110.48
BAT-001357,optimal,2.4,96.2,181.46
BAT-001358,degraded,7.21,87.5,445.28
BAT-001359,optimal,4.32,90.7,230.89
BAT-001360,degraded,5.8,89.7,146.98
BAT-001361,optimal,0.63,98.5,44.64
BAT-001362,optimal,1.69,95.1,159.07
BAT-001363,degraded,13.0,76.9,1161.47
BAT-001364,severe_degradation,21.76,63.5,1153.5
BAT-001365,optimal,2.92,94.0,277.48
BAT-001366,severe_degradation,18.08,68.2,1256.62
BAT-001367,severe_degradation,19.58,64.9,839.13
BAT-001368,optimal,2.67,95.2,180.68
BAT-001369,degraded,7.09,87.6,250.31
BAT-001370,severe_degradation,18.26,68.6,872.81
BAT-001371,degraded,13.34,77.8,651.13
BAT-001372,degraded,8.91,85.4,545.3
BAT-001373,degraded,6.43,90.3,341.86
BAT-001374,lost,81.43,5.0,3701.09
BAT-001375,optimal,2.46,95.9,76.58
BAT-001376,degraded,11.73,80.8,756.22
BAT-001377,degraded,11.26,80.6,808.57
BAT-001378,severe_degradation,23.18,60.8,1127.04
BAT-001379,severe_degradation,18.73,67.0,1099.57
BAT-001380,optimal,3.57,92.1,237.67
BAT-001381,degraded,9.51,82.9,736.05
BAT-001382,optimal,4.73,92.8,347.51
BAT-001383,optimal,3.48,93.1,104.08
BAT-001384,severe_degradation,16.95,71.5,642.85
BAT-001385,optimal,3.3,94.5,140.85
BAT-001386,degraded,8.63,85.2,492.28
BAT-001387,degraded,5.55,90.5,211.07
BAT-001388,severe_degradation,16.2,72.1,982.61
BAT-001389,optimal,3.96,93.5,355.79
BAT-001390,optimal,3.19,94.8,190.2
BAT-001391,optimal,3.27,94.7,158.97
BAT-001392,optimal,1.85,97.3,161.84
BAT-001393,optimal,3.7,93.2,243.05
BAT-001394,optimal,4.79,91.2,353.96
BAT-001395,degraded,7.2,88.1,338.63
BAT-001396,severe_degradation,15.39,75.3,1177.62
BAT-001397,optimal,3.6,94.0,138.08
BAT-001398,degraded,14.58,73.8,485.26
BAT-001399,severe_degradation,25.09,55.0,605.77
BAT-001400,severe_degradation,20.8,65.5,834.81
BAT-001401,optimal,4.4,90.7,297.73
BAT-001402,degraded,10.72,80.6,425.15
BAT-001403,severe_degradation,18.44,66.7,644.22
BAT-001404,optimal,3.34,92.7,133.26
BAT-001405,optimal,1.54,97.5,85.9
BAT-001406,degraded,7.65,85.6,369.51
BAT-001407,optimal,4.67,90.2,324.79
BAT-001408,optimal,2.44,95.3,146.85
BAT-001409,degraded,7.16,87.2,579.4
BAT-001410,severe_degradation,20.71,63.8,911.85
BAT-001411,severe_degradation,15.74,73.6,1135.89
BAT-001412,degraded,14.59,73.1,981.77
BAT-001413,optimal,4.51,92.6,168.3
BAT-001414,severe_degradation,17.4,69.9,1439.85
BAT-001415,optimal,1.33,97.3,36.67
BAT-001416,optimal,1.08,98.0,83.24
BAT-001417,degraded,6.47,87.6,565.89
BAT-001418,degraded,9.21,83.9,304.05
BAT-001419,optimal,1.9,96.9,132.11
BAT-001420,optimal,2.32,95.0,214.04
BAT-001421,optimal,3.56,94.5,266.48
BAT-001422,optimal,2.26,96.6,49.32
BAT-001423,optimal,1.17,98.4,57.32
BAT-001424,degraded,6.22,90.7,196.04
BAT-001425,severe_degradation,19.33,66.2,548.65
BAT-001426,degraded,5.53,88.8,532.37
BAT-001427,degraded,5.39,89.6,168.73
BAT-001428,severe_degradation,15.36,74.8,1086.82
BAT-001429,optimal,0.49,98.3,42.03
BAT-001430,optimal,2.21,96.1,199.59
BAT-001431,severe_degradation,17.37,69.7,1975.53
BAT-001432,optimal,4.44,89.9,131.02
BAT-001433,severe_degradation,19.29,66.5,1393.57
BAT-001434,severe_degradation,20.22,64.7,1696.28
BAT-001435,degraded,5.24,91.2,305.24
BAT-001436,degraded,12.1,79.4,270.85
BAT-001437,degraded,7.87,86.0,467.25
BAT-001438,degraded,12.88,78.3,725.06
BAT-001439,optimal,2.67,97.2,151.18
BAT-001440,severe_degradation,22.84,60.0,1519.6
BAT-001441,degraded,9.96,81.6,904.02
BAT-001442,degraded,7.02,87.6,322.05
BAT-001443,optimal,2.52,97.0,58.92
BAT-001444,severe_degradation,15.04,74.0,936.33
BAT-001445,severe_degradation,24.48,58.1,1543.3
BAT-001446,severe_degradation,33.21,43.8,1810.95
BAT-001447,optimal,3.9,92.3,171.35
BAT-001448,optimal,2.34,95.0,254.32
BAT-001449,optimal,1.57,95.4,64.67
BAT-001450,degraded,5.1,90.7,133.37
BAT-001451,degraded,5.58,91.5,428.29
BAT-001452,optimal,4.1,92.5,353.29
BAT-001453,degraded,5.55,90.9,266.7
BAT-001454,lost,94.95,5.0,2430.91
BAT-001455,degraded,8.27,85.6,265.73
BAT-001456,degraded,6.32,88.6,162.37
BAT-001457,severe_degradation,17.96,69.1,544.29
BAT-001458,optimal,4.18,91.8,122.77
BAT-001459,degraded,14.22,75.5,987.62
BAT-001460,optimal,3.33,94.3,302.86
BAT-001461,severe_degradation,18.03,70.7,1377.38
BAT-001462,degraded,11.46,79.8,460.13
BAT-001463,severe_degradation,32.46,45.1,2752.39
BAT-001464,degraded,7.69,87.3,202.27
BAT-001465,optimal,2.23,93.5,172.51
BAT-001466,degraded,10.31,80.3,342.16
BAT-001467,degraded,6.72,89.2,465.21
BAT-001468,optimal,2.68,95.3,195.63
BAT-001469,lost,68.41,5.0,3503.58
BAT-001470,optimal,1.91,96.9,115.0
BAT-001471,severe_degradation,24.01,58.4,2134.4
BAT-001472,degraded,5.31,89.7,100.08
BAT-001473,lost,93.8,5.0,2135.2
BAT-001474,degraded,5.01,90.1,299.47
BAT-001475,degraded,6.83,87.1,387.16
BAT-001476,degraded,9.64,82.5,339.83
BAT-001477,optimal,3.34,93.2,278.56
BAT-001478,optimal,4.44,91.2,370.13
BAT-001479,degraded,12.6,78.7,970.0
BAT-001480,degraded,13.48,77.8,1275.81
BAT-001481,degraded,14.15,76.0,543.65
BAT-001482,degraded,7.79,87.6,327.47
BAT-001483,optimal,2.89,93.1,88.5
BAT-001484,degraded,5.93,89.2,351.56
BAT-001485,optimal,3.54,91.6,202.78
BAT-001486,degraded,9.56,83.2,679.05
BAT-001487,optimal,4.68,91.3,262.6
BAT-001488,severe_degradation,16.79,71.4,530.36
BAT-001489,severe_degradation,27.12,51.5,1130.26
BAT-001490,lost,82.73,5.0,4274.78
BAT-001491,optimal,2.83,94.9,109.79
BAT-001492,optimal,4.97,90.4,125.76
BAT-001493,degraded,12.53,77.9,378.45
BAT-001494,degraded,6.68,87.8,357.24
BAT-001495,severe_degradation,29.05,50.8,1483.15
BAT-001496,degraded,9.21,83.6,892.52
BAT-001497,optimal,3.44,93.2,183.26
BAT-001498,optimal,4.4,91.2,243.07
BAT-001499,degraded,6.63,87.2,390.95
BAT-001500,severe_degradation,16.79,69.9,361.65
BAT-001501,degraded,5.01,90.3,145.67
BAT-001502,optimal,3.68,93.5,259.52
BAT-001503,optimal,2.04,98.4,158.21
BAT-001504,optimal,4.52,92.8,200.32
BAT-001505,optimal,2.59,95.9,174.78
BAT-001506,degraded,7.45,87.6,275.74
BAT-001507,degraded,5.73,90.2,384.32
BAT-001508,degraded,9.82,85.1,932.46
BAT-001509,degraded,8.3,84.0,348.14
BAT-001510,severe_degradation,17.53,69.8,860.86
BAT-001511,degraded,7.92,86.4,703.75
BAT-001512,optimal,2.91,95.0,94.35
BAT-001513,degraded,10.5,82.1,480.14
BAT-001514,optimal,2.93,95.5,155.87
BAT-001515,severe_degradation,15.08,74.3,527.42
BAT-001516,degraded,13.85,75.6,1164.32
BAT-001517,degraded,6.44,88.0,374.71
BAT-001518,degraded,14.25,75.2,486.51
BAT-001519,degraded,6.91,88.1,430.77
BAT-001520,severe_degradation,16.16,71.7,327.69
BAT-001521,degraded,5.65,92.0,381.04
BAT-001522,optimal,1.84,95.3,161.46
BAT-001523,degraded,11.0,80.5,636.61
BAT-001524,degraded,13.1,77.6,1330.81
BAT-001525,severe_degradation,15.01,74.3,1441.83
BAT-001526,optimal,4.46,94.2,216.21
BAT-001527,optimal,3.5,93.9,78.1
BAT-001528,optimal,1.46,96.0,125.37
BAT-001529,optimal,2.95,95.9,203.34
BAT-001530,degraded,8.58,86.7,558.15
BAT-001531,degraded,14.24,75.7,1037.65
BAT-001532,severe_degradation,15.96,71.4,984.57
BAT-001533,degraded,7.59,87.8,700.52
BAT-001534,severe_degradation,15.04,73.7,584.79
BAT-001535,optimal,3.62,92.9,118.53
BAT-001536,optimal,1.75,96.8,168.43
BAT-001537,degraded,7.38,86.8,275.31
BAT-001538,optimal,0.57,98.5,13.54
BAT-001539,lost,77.77,5.0,4500.14
BAT-001540,optimal,3.13,95.1,126.07
BAT-001541,severe_degradation,16.42,71.1,683.37
BAT-001542,lost,78.44,5.0,1854.93
BAT-001543,optimal,4.18,92.7,263.1
BAT-001544,optimal,2.26,94.9,72.87
BAT-001545,severe_degradation,16.33,72.3,1127.72
BAT-001546,severe_degradation,19.04,66.2,635.64
BAT-001547,degraded,5.05,91.9,187.38
BAT-001548,degraded,8.62,85.5,271.79
BAT-001549,degraded,6.12,88.8,305.81
BAT-001550,lost,56.86,5.0,2475.6
BAT-001551,optimal,4.38,91.9,220.54
BAT-001552,degraded,12.26,80.7,643.75
BAT-001553,severe_degradation,16.63,72.0,936.24
BAT-001554,optimal,4.9,91.5,325.86
BAT-001555,degraded,5.47,92.2,143.73
BAT-001556,severe_degradation,18.76,66.4,948.99
BAT-001557,optimal,1.45,96.9,32.4
BAT-001558,degraded,5.99,91.3,189.49
BAT-001559,degraded,8.56,85.4,323.73
BAT-001560,degraded,10.12,82.9,479.66
BAT-001561,optimal,3.32,95.2,203.81
BAT-001562,optimal,3.0,96.5,137.95
BAT-001563,degraded,10.54,81.1,697.76
BAT-001564,degraded,14.98,73.4,594.26
BAT-001565,severe_degradation,30.05,48.1,1314.07
BAT-001566,optimal,3.63,93.5,163.13
BAT-001567,degraded,10.29,82.2,796.78
BAT-001568,optimal,3.9,92.8,224.13
BAT-001569,optimal,0.47,98.5,23.56
BAT-001570,optimal,2.45,95.2,131.57
BAT-001571,degraded,14.92,74.1,770.82
BAT-001572,degraded,10.65,82.1,470.61
BAT-001573,degraded,6.98,86.9,487.91
BAT-001574,optimal,2.93,95.7,156.98
BAT-001575,degraded,10.6,80.1,429.16
BAT-001576,optimal,3.62,93.2,167.79
BAT-001577,degraded,7.19,87.0,656.46
BAT-001578,degraded,5.71,88.9,502.32
BAT-001579,severe_degradation,27.69,51.7,595.34
BAT-001580,severe_degradation,20.35,64.3,1526.66
BAT-001581,degraded,5.32,91.1,428.07
BAT-001582,optimal,2.2,95.7,186.31
BAT-001583,degraded,14.19,75.6,602.66
BAT-001584,optimal,2.81,95.3,215.22
BAT-001585,severe_degradation,22.09,60.5,1481.63
BAT-001586,optimal,1.1,98.5,60.48
BAT-001587,severe_degradation,20.48,64.3,495.65
BAT-001588,severe_degradation,17.64,69.3,1095.35
BAT-001589,optimal,4.71,90.2,137.38
BAT-001590,optimal,3.88,92.6,121.73
BAT-001591,severe_degradation,21.41,63.6,1819.8
BAT-001592,optimal,4.19,90.7,217.91
BAT-001593,lost,88.79,5.0,3484.52
BAT-001594,optimal,4.01,91.4,230.99
BAT-001595,severe_degradation,23.73,60.4,1571.7
BAT-001596,severe_degradation,24.36,58.2,1259.99
BAT-001597,optimal,1.9,96.5,96.87
BAT-001598,degraded,6.29,88.8,610.46
BAT-001599,optimal,0.75,98.5,39.44
BAT-001600,severe_degradation,18.54,67.5,411.17
BAT-001601,optimal,1.49,98.5,83.53
BAT-001602,optimal,1.67,97.3,45.16
BAT-001603,degraded,14.95,74.4,1061.26
BAT-001604,severe_degradation,20.73,63.7,470.28
BAT-001605,degraded,11.16,79.6,557.75
BAT-001606,severe_degradation,19.92,66.3,1834.65
BAT-001607,optimal,2.05,97.9,78.02
BAT-001608,degraded,6.19,87.1,131.91
BAT-001609,severe_degradation,18.14,69.4,1217.74
BAT-001610,degraded,7.94,86.5,755.09
BAT-001611,lost,77.21,5.0,3708.45
BAT-001612,optimal,1.51,98.3,33.34
BAT-001613,degraded,10.81,80.3,502.76
BAT-001614,severe_degradation,25.91,54.6,1509.89
BAT-001615,optimal,4.49,90.6,269.15
BAT-001616,lost,41.77,27.9,2157.52
BAT-001617,severe_degradation,15.54,73.7,500.73
BAT-001618,severe_degradation,31.76,45.5,3035.12
BAT-001619,degraded,14.85,73.3,377.81
BAT-001620,optimal,4.52,93.1,188.51
BAT-001621,severe_degradation,18.61,68.3,368.36
BAT-001622,degraded,5.14,90.9,240.39
BAT-001623,severe_degradation,16.89,70.3,1122.07
BAT-001624,severe_degradation,18.61,68.6,1566.36
BAT-001625,severe_degradation,15.71,71.2,622.44
BAT-001626,severe_degradation,22.89,60.9,1139.97
BAT-001627,lost,79.8,5.0,2172.93
BAT-001628,optimal,2.84,94.7,233.19
BAT-001629,optimal,0.51,98.5,34.72
BAT-001630,optimal,0.86,98.5,70.75
BAT-001631,degraded,10.61,81.6,389.77
BAT-001632,severe_degradation,21.05,64.4,1250.74
BAT-001633,severe_degradation,16.24,72.6,1422.74
BAT-001634,degraded,5.27,90.2,359.44
BAT-001635,degraded,7.66,86.5,714.4
BAT-001636,degraded,9.01,84.5,326.36
BAT-001637,optimal,3.97,93.5,225.53
BAT-001638,optimal,1.02,97.5,35.35
BAT-001639,severe_degradation,15.62,73.8,862.63
BAT-001640,degraded,5.15,91.4,284.2
BAT-001641,degraded,13.06,77.5,367.68
BAT-001642,degraded,7.76,88.1,609.31
BAT-001643,degraded,10.81,82.1,398.11
BAT-001644,severe_degradation,21.8,62.8,2087.19
BAT-001645,optimal,4.72,91.1,253.44
BAT-001646,severe_degradation,18.52,68.0,397.0
BAT-001647,degraded,10.88,83.1,878.52
BAT-001648,lost,42.26,25.5,1163.31
BAT-001649,degraded,14.25,76.2,597.0
BAT-001650,optimal,1.58,95.2,133.0
BAT-001651,degraded,11.66,80.7,470.29
BAT-001652,severe_degradation,24.68,57.2,1740.5
BAT-001653,severe_degradation,19.73,65.6,1444.75
BAT-001654,degraded,5.57,90.0,391.82
BAT-001655,lost,80.16,5.0,2385.68
BAT-001656,optimal,2.38,95.3,71.38
BAT-001657,degraded,13.64,77.8,959.21
BAT-001658,optimal,1.31,96.9,36.9
BAT-001659,severe_degradation,19.27,66.6,1634.62
BAT-001660,lost,78.75,5.0,1953.61
BAT-001661,degraded,9.36,85.0,1027.35
BAT-001662,severe_degradation,22.99,61.3,1766.12
BAT-001663,optimal,0.47,98.5,13.2
BAT-001664,degraded,12.33,78.4,1026.4
BAT-001665,degraded,9.45,83.3,492.12
BAT-001666,severe_degradation,21.06,63.3,424.61
BAT-001667,degraded,11.71,81.0,248.21
BAT-001668,lost,94.9,5.0,3544.58
BAT-001669,severe_degradation,27.41,53.7,1285.94
BAT-001670,severe_degradation,18.34,68.7,652.59
BAT-001671,severe_degradation,18.19,68.1,677.36
BAT-001672,degraded,8.22,87.0,633.32
BAT-001673,optimal,1.82,96.0,138.92
BAT-001674,optimal,4.63,92.3,375.47
BAT-001675,optimal,4.78,91.9,304.48
BAT-001676,degraded,7.56,86.5,585.19
BAT-001677,optimal,1.87,96.7,117.98
BAT-001678,lost,92.69,5.0,3488.27
BAT-001679,optimal,4.86,91.0,247.99
BAT-001680,optimal,4.22,93.2,400.93
BAT-001681,degraded,5.78,91.1,556.39
BAT-001682,degraded,9.95,83.4,624.93
BAT-001683,severe_degradation,17.73,68.6,771.29
BAT-001684,optimal,4.03,92.4,96.53
BAT-001685,lost,81.56,5.0,2253.56
BAT-001686,optimal,3.15,93.0,276.31
BAT-001687,optimal,1.28,96.7,71.95
BAT-001688,degraded,5.63,90.7,440.46
BAT-001689,optimal,1.27,97.7,46.34
BAT-001690,degraded,13.03,79.1,678.14
BAT-001691,severe_degradation,19.52,65.9,440.77
BAT-001692,optimal,2.98,95.3,141.4
BAT-001693,severe_degradation,19.62,67.0,1119.57
BAT-001694,severe_degradation,18.46,69.4,811.38
BAT-001695,optimal,2.72,94.0,203.46
BAT-001696,optimal,4.49,90.9,182.35
BAT-001697,degraded,13.02,76.6,488.51
BAT-001698,optimal,4.52,92.2,370.93
BAT-001699,degraded,9.3,84.1,371.88
BAT-001700,severe_degradation,17.33,68.3,1410.74
BAT-001701,severe_degradation,16.21,71.3,1126.0
BAT-001702,degraded,8.57,83.6,486.38
BAT-001703,severe_degradation,20.68,64.4,436.32
BAT-001704,degraded,9.83,82.9,449.82
BAT-001705,lost,64.91,5.0,6389.98
BAT-001706,optimal,2.15,94.1,70.33
BAT-001707,severe_degradation,25.82,55.3,1298.97
BAT-001708,optimal,2.93,94.4,131.13
BAT-001709,severe_degradation,26.41,53.6,670.96
BAT-001710,optimal,2.78,93.7,100.22
BAT-001711,optimal,3.99,91.5,370.76
BAT-001712,optimal,4.69,90.2,160.54
BAT-001713,severe_degradation,18.16,68.5,568.39
BAT-001714,degraded,10.17,81.4,285.36
BAT-001715,optimal,1.27,98.5,66.41
BAT-001716,lost,81.84,5.0,2502.79
BAT-001717,optimal,3.64,92.0,201.48
BAT-001718,severe_degradation,16.28,72.0,758.9
BAT-001719,lost,51.36,12.4,3624.47
BAT-001720,degraded,11.59,79.5,1016.89
BAT-001721,degraded,14.31,73.1,737.28
BAT-001722,severe_degradation,15.15,74.8,669.67
BAT-001723,severe_degradation,16.59,71.0,860.42
BAT-001724,lost,65.0,5.0,1728.29
BAT-001725,lost,44.45,24.6,3409.86
BAT-001726,degraded,14.4,75.4,512.77
BAT-001727,optimal,3.01,96.3,150.1
BAT-001728,optimal,4.71,90.8,128.51
BAT-001729,optimal,3.91,91.6,135.39
BAT-001730,degraded,8.63,85.3,547.11
BAT-001731,optimal,3.48,93.3,131.04
BAT-001732,severe_degradation,16.93,70.3,670.41
BAT-001733,optimal,4.52,90.6,216.19
BAT-001734,lost,41.61,27.4,1269.64
BAT-001735,optimal,1.92,97.6,147.31
BAT-001736,optimal,4.1,93.9,258.32
BAT-001737,severe_degradation,22.33,62.0,997.78
BAT-001738,optimal,3.2,94.4,297.7
BAT-001739,optimal,3.74,92.6,199.84
BAT-001740,degraded,5.16,91.7,442.32
