check_id,batch_id,check_datetime,stage,firmness_kg_cm2,sugar_brix,defect_pct
CHK-003035,BAT-001012,2025-12-02 14:51:00,pre_dispatch,6.98,13.4,8.0
CHK-003036,BAT-001012,2025-12-04 08:35:00,arrival,5.06,13.0,3.0
CHK-003037,BAT-001013,2025-10-10 15:15:00,harvest,7.93,15.8,2.2
CHK-003038,BAT-001013,2025-10-28 16:39:00,pre_dispatch,5.39,15.4,1.8
CHK-003039,BAT-001013,2025-10-29 01:19:24,arrival,6.87,13.3,11.0
CHK-003040,BAT-001014,2025-10-08 09:45:00,harvest,8.28,12.2,1.2
CHK-003041,BAT-001014,2025-12-07 09:31:12,pre_dispatch,5.91,15.6,5.7
CHK-003042,BAT-001014,2025-12-07 20:58:48,arrival,6.71,12.0,12.1
CHK-003043,BAT-001015,2025-10-09 08:30:00,harvest,7.92,11.7,2.8
CHK-003044,BAT-001015,2026-01-29 10:59:24,pre_dispatch,5.22,14.0,8.1
CHK-003045,BAT-001015,2026-01-30 18:40:48,arrival,4.64,16.4,14.6
CHK-003046,BAT-001016,2025-10-25 12:30:00,harvest,6.53,16.3,2.9
CHK-003047,BAT-001016,2026-03-26 13:08:24,pre_dispatch,6.83,11.7,2.5
CHK-003048,BAT-001016,2026-03-27 01:20:48,arrival,6.27,16.9,15.6
CHK-003049,BAT-001017,2025-09-29 10:00:00,harvest,6.72,12.8,1.4
CHK-003050,BAT-001017,2025-12-23 11:34:48,pre_dispatch,7.77,14.4,7.8
CHK-003051,BAT-001017,2025-12-23 20:06:36,arrival,5.84,12.4,4.7
CHK-003052,BAT-001018,2025-08-08 11:45:00,harvest,8.21,13.9,3.6
CHK-003053,BAT-001018,2025-09-01 12:51:00,pre_dispatch,6.41,14.9,4.4
CHK-003054,BAT-001018,2025-09-03 06:55:36,arrival,4.74,13.6,3.8
CHK-003055,BAT-001019,2025-09-02 13:30:00,harvest,7.63,13.2,0.7
CHK-003056,BAT-001019,2026-01-21 16:33:00,pre_dispatch,5.98,15.9,7.4
CHK-003057,BAT-001019,2026-01-23 03:53:12,arrival,5.09,14.6,8.2
CHK-003058,BAT-001020,2025-09-04 11:15:00,harvest,6.96,15.0,3.3
CHK-003059,BAT-001020,2025-10-05 14:33:36,pre_dispatch,7.67,16.5,8.3
CHK-003060,BAT-001020,2025-10-06 21:52:48,arrival,6.41,16.3,5.5
CHK-003061,BAT-001021,2025-10-04 11:15:00,harvest,7.36,13.8,3.6
CHK-003062,BAT-001021,2025-10-31 12:48:00,pre_dispatch,5.26,12.4,5.2
CHK-003063,BAT-001021,2025-11-01 07:11:24,arrival,5.83,16.2,5.2
CHK-003064,BAT-001022,2025-08-24 11:30:00,harvest,6.91,12.2,3.8
CHK-003065,BAT-001022,2025-09-07 15:07:12,pre_dispatch,7.37,15.1,7.8
CHK-003066,BAT-001022,2025-09-08 00:01:24,arrival,6.11,15.4,14.6
CHK-003067,BAT-001023,2025-08-26 09:15:00,harvest,8.1,12.4,3.8
CHK-003068,BAT-001023,2026-01-19 09:17:24,pre_dispatch,6.02,11.6,2.6
CHK-003069,BAT-001023,2026-01-20 21:25:12,arrival,5.81,12.5,10.4
CHK-003070,BAT-001024,2025-09-08 12:30:00,harvest,6.64,14.3,3.5
CHK-003071,BAT-001024,2025-09-28 12:33:00,pre_dispatch,6.69,15.1,6.1
CHK-003072,BAT-001024,2025-09-30 06:02:24,arrival,6.05,12.6,8.4
CHK-003073,BAT-001025,2025-07-23 14:15:00,harvest,8.3,12.7,3.7
CHK-003074,BAT-001025,2025-08-02 17:10:48,pre_dispatch,6.41,15.1,4.5
CHK-003075,BAT-001025,2025-08-03 02:51:36,arrival,6.87,12.5,9.9
CHK-003076,BAT-001026,2025-10-03 12:15:00,harvest,7.07,14.3,3.6
CHK-003077,BAT-001026,2026-01-15 13:25:48,pre_dispatch,5.07,13.7,2.3
CHK-003078,BAT-001026,2026-01-15 21:05:24,arrival,4.39,12.1,8.5
CHK-003079,BAT-001027,2025-10-19 07:45:00,harvest,6.6,14.9,2.7
CHK-003080,BAT-001027,2026-01-19 10:27:00,pre_dispatch,7.43,13.7,8.1
CHK-003081,BAT-001027,2026-01-21 09:58:48,arrival,6.04,15.4,13.7
CHK-003082,BAT-001028,2025-08-30 14:00:00,harvest,6.89,12.7,1.4
CHK-003083,BAT-001028,2025-11-24 17:10:12,pre_dispatch,6.55,11.8,3.2
CHK-003084,BAT-001028,2025-11-26 05:42:00,arrival,4.4,15.3,5.2
CHK-003085,BAT-001029,2025-09-15 13:45:00,harvest,7.54,11.7,4.0
CHK-003086,BAT-001029,2025-10-15 13:56:24,pre_dispatch,5.51,14.4,2.7
CHK-003087,BAT-001029,2025-10-17 03:07:00,arrival,4.27,14.0,10.0
CHK-003088,BAT-001030,2025-09-19 10:45:00,harvest,6.58,14.8,2.4
CHK-003089,BAT-001030,2025-10-29 12:57:36,pre_dispatch,7.51,12.0,6.5
CHK-003090,BAT-001030,2025-10-30 06:22:48,arrival,6.02,14.9,16.5
CHK-003091,BAT-001031,2025-09-06 14:45:00,harvest,7.34,12.4,3.6
CHK-003092,BAT-001031,2025-10-26 18:21:00,pre_dispatch,7.17,12.3,3.5
CHK-003093,BAT-001031,2025-10-27 06:16:36,arrival,4.76,16.0,8.1
CHK-003094,BAT-001032,2025-10-18 09:45:00,harvest,7.36,16.1,1.1
CHK-003095,BAT-001032,2026-04-03 10:30:36,pre_dispatch,7.36,15.9,1.6
CHK-003096,BAT-001032,2026-04-03 23:24:12,arrival,5.27,16.1,10.4
CHK-003097,BAT-001033,2025-07-01 14:45:00,harvest,8.46,14.7,1.7
CHK-003098,BAT-001033,2025-07-04 14:16:48,pre_dispatch,6.69,13.2,8.0
CHK-003099,BAT-001033,2025-07-05 08:45:48,arrival,6.64,13.5,2.1
CHK-003100,BAT-001034,2025-09-28 09:00:00,harvest,7.91,14.5,3.1
CHK-003101,BAT-001034,2026-01-03 11:07:48,pre_dispatch,6.9,16.3,7.3
CHK-003102,BAT-001034,2026-01-04 22:25:12,arrival,5.69,14.0,14.4
CHK-003103,BAT-001035,2025-10-22 12:15:00,harvest,8.38,13.5,1.0
CHK-003104,BAT-001035,2026-01-18 15:50:24,pre_dispatch,6.8,12.9,1.2
CHK-003105,BAT-001035,2026-01-19 23:45:12,arrival,4.65,16.4,14.4
CHK-003106,BAT-001036,2025-08-04 07:15:00,harvest,7.39,11.6,2.4
CHK-003107,BAT-001036,2025-08-25 10:45:36,pre_dispatch,6.06,14.1,4.9
CHK-003108,BAT-001036,2025-08-26 19:55:00,arrival,6.45,12.2,17.4
CHK-003109,BAT-001037,2025-09-14 13:30:00,harvest,6.69,11.0,1.6
CHK-003110,BAT-001037,2025-11-22 16:25:12,pre_dispatch,5.83,13.5,8.0
CHK-003111,BAT-001037,2025-11-24 10:12:36,arrival,6.18,16.7,6.1
CHK-003112,BAT-001038,2025-08-30 12:00:00,harvest,7.58,13.1,3.3
CHK-003113,BAT-001038,2025-11-09 14:29:24,pre_dispatch,6.59,16.1,2.7
CHK-003114,BAT-001038,2025-11-09 22:35:12,arrival,4.71,14.1,16.4
CHK-003115,BAT-001039,2025-09-29 08:30:00,harvest,7.91,14.5,3.8
CHK-003116,BAT-001039,2025-10-30 08:35:24,pre_dispatch,7.43,12.6,1.0
CHK-003117,BAT-001039,2025-10-31 19:17:00,arrival,4.36,12.2,11.9
CHK-003118,BAT-001040,2025-09-14 12:15:00,harvest,7.65,11.2,2.4
CHK-003119,BAT-001040,2025-11-16 12:09:00,pre_dispatch,5.3,13.0,5.5
CHK-003120,BAT-001040,2025-11-16 23:35:48,arrival,5.69,12.6,13.7
CHK-003121,BAT-001041,2025-09-25 14:30:00,harvest,7.0,14.7,2.0
CHK-003122,BAT-001041,2025-10-12 14:51:00,pre_dispatch,7.61,16.4,8.0
CHK-003123,BAT-001041,2025-10-14 04:15:12,arrival,6.23,15.4,14.7
CHK-003124,BAT-001042,2025-09-27 07:30:00,harvest,8.16,15.0,1.9
CHK-003125,BAT-001042,2025-10-15 09:19:48,pre_dispatch,6.67,17.0,1.4
CHK-003126,BAT-001042,2025-10-16 07:38:12,arrival,6.83,14.9,11.9
CHK-003127,BAT-001043,2025-10-23 10:15:00,harvest,8.25,13.9,1.6
CHK-003128,BAT-001043,2025-11-29 09:54:00,pre_dispatch,6.39,12.3,2.3
CHK-003129,BAT-001043,2025-11-30 07:32:48,arrival,6.97,12.5,14.5
CHK-003130,BAT-001044,2025-10-18 11:45:00,harvest,7.82,13.7,1.8
CHK-003131,BAT-001044,2026-01-29 15:28:12,pre_dispatch,7.51,13.3,3.8
CHK-003132,BAT-001044,2026-01-30 04:47:24,arrival,4.53,12.5,7.7
CHK-003133,BAT-001045,2025-10-21 12:30:00,harvest,7.91,11.4,1.2
CHK-003134,BAT-001045,2025-12-31 14:55:48,pre_dispatch,5.07,13.4,2.0
CHK-003135,BAT-001045,2026-01-01 08:19:12,arrival,4.39,17.0,7.5
CHK-003136,BAT-001046,2025-08-26 09:30:00,harvest,7.24,12.0,3.1
CHK-003137,BAT-001046,2025-12-07 11:45:00,pre_dispatch,5.4,13.9,3.9
CHK-003138,BAT-001046,2025-12-07 21:08:00,arrival,6.51,12.2,9.3
CHK-003139,BAT-001047,2025-09-28 13:30:00,harvest,7.52,11.8,1.1
CHK-003140,BAT-001047,2025-11-05 15:43:48,pre_dispatch,6.06,16.0,6.8
CHK-003141,BAT-001047,2025-11-06 01:41:36,arrival,4.79,17.1,6.2
CHK-003142,BAT-001048,2025-10-10 11:45:00,harvest,6.98,15.5,1.1
CHK-003143,BAT-001048,2025-11-06 13:22:48,pre_dispatch,7.71,12.5,5.1
CHK-003144,BAT-001048,2025-11-07 22:04:00,arrival,5.29,16.0,13.1
CHK-003145,BAT-001049,2025-09-01 15:15:00,harvest,7.93,16.4,1.0
CHK-003146,BAT-001049,2025-10-20 17:07:12,pre_dispatch,7.21,14.9,3.1
CHK-003147,BAT-001049,2025-10-21 11:54:12,arrival,5.61,16.6,1.9
CHK-003148,BAT-001050,2025-08-23 14:30:00,harvest,7.15,13.1,2.7
CHK-003149,BAT-001050,2025-12-13 16:37:48,pre_dispatch,6.59,12.3,3.5
CHK-003150,BAT-001050,2025-12-15 05:20:36,arrival,5.67,17.0,9.9
CHK-003151,BAT-001051,2025-08-08 11:30:00,harvest,7.7,13.5,2.3
CHK-003152,BAT-001051,2025-08-20 14:43:48,pre_dispatch,7.15,15.5,2.8
CHK-003153,BAT-001051,2025-08-22 08:35:00,arrival,5.5,15.9,3.0
CHK-003154,BAT-001052,2025-09-25 11:00:00,harvest,7.95,15.3,2.3
CHK-003155,BAT-001052,2026-02-10 12:04:12,pre_dispatch,5.96,15.4,3.5
CHK-003156,BAT-001052,2026-02-12 16:34:48,arrival,5.83,16.7,12.5
CHK-003157,BAT-001053,2025-09-01 07:45:00,harvest,6.72,16.4,1.2
CHK-003158,BAT-001053,2025-11-17 09:17:24,pre_dispatch,6.68,15.0,5.9
CHK-003159,BAT-001053,2025-11-17 17:58:24,arrival,4.86,13.3,16.1
CHK-003160,BAT-001054,2025-10-20 08:45:00,harvest,6.88,15.8,3.2
CHK-003161,BAT-001054,2026-01-25 10:39:36,pre_dispatch,6.02,16.1,5.2
CHK-003162,BAT-001054,2026-01-27 05:03:00,arrival,5.23,12.8,3.4
CHK-003163,BAT-001055,2025-09-29 10:30:00,harvest,7.49,11.3,2.8
CHK-003164,BAT-001055,2026-01-09 10:47:24,pre_dispatch,6.91,12.0,4.2
CHK-003165,BAT-001055,2026-01-10 08:12:00,arrival,4.42,16.3,16.0
CHK-003166,BAT-001056,2025-08-11 07:30:00,harvest,7.83,13.1,2.7
CHK-003167,BAT-001056,2025-08-29 09:59:24,pre_dispatch,5.55,13.4,1.7
CHK-003168,BAT-001056,2025-08-29 22:29:00,arrival,5.28,17.2,10.7
CHK-003169,BAT-001057,2025-06-21 14:45:00,harvest,6.53,13.8,2.5
CHK-003170,BAT-001057,2025-06-29 17:19:12,pre_dispatch,5.64,16.6,6.6
CHK-003171,BAT-001057,2025-06-30 17:41:24,arrival,5.75,13.3,4.9
CHK-003172,BAT-001058,2025-10-05 07:45:00,harvest,7.19,13.9,1.7
CHK-003173,BAT-001058,2025-10-26 09:36:00,pre_dispatch,6.61,13.7,5.8
CHK-003174,BAT-001058,2025-10-26 18:39:24,arrival,4.87,16.4,2.2
CHK-003175,BAT-001059,2025-06-29 10:15:00,harvest,8.01,14.1,1.0
CHK-003176,BAT-001059,2025-07-15 10:14:24,pre_dispatch,5.47,12.7,7.8
CHK-003177,BAT-001059,2025-07-17 03:41:12,arrival,7.01,13.0,10.5
CHK-003178,BAT-001060,2025-10-04 13:00:00,harvest,7.87,15.2,2.3
CHK-003179,BAT-001060,2025-12-11 16:56:24,pre_dispatch,7.52,13.4,7.9
CHK-003180,BAT-001060,2025-12-12 10:40:12,arrival,5.3,16.9,3.4
CHK-003181,BAT-001061,2025-09-12 12:45:00,harvest,7.51,12.8,2.5
CHK-003182,BAT-001061,2026-01-12 14:30:00,pre_dispatch,7.71,15.6,3.6
CHK-003183,BAT-001061,2026-01-14 02:00:24,arrival,7.11,13.2,4.9
CHK-003184,BAT-001062,2025-10-06 13:30:00,harvest,7.47,11.5,2.5
CHK-003185,BAT-001062,2025-12-25 15:03:00,pre_dispatch,6.17,16.5,1.8
CHK-003186,BAT-001062,2025-12-26 10:18:00,arrival,4.64,12.2,13.7
CHK-003187,BAT-001063,2025-09-26 09:00:00,harvest,8.01,12.8,3.5
CHK-003188,BAT-001063,2026-01-10 10:49:12,pre_dispatch,6.92,13.6,7.0
CHK-003189,BAT-001063,2026-01-12 05:23:12,arrival,6.8,14.3,4.0
CHK-003190,BAT-001064,2025-08-26 10:15:00,harvest,8.47,16.5,1.7
CHK-003191,BAT-001064,2025-09-06 13:11:24,pre_dispatch,5.89,14.4,4.0
CHK-003192,BAT-001064,2025-09-07 01:02:12,arrival,5.52,12.9,8.2
CHK-003193,BAT-001065,2025-09-19 08:00:00,harvest,7.69,12.4,3.3
CHK-003194,BAT-001065,2025-09-28 10:10:12,pre_dispatch,7.23,16.5,7.7
CHK-003195,BAT-001065,2025-09-29 17:48:12,arrival,7.04,15.4,11.9
CHK-003196,BAT-001066,2025-10-15 09:15:00,harvest,6.83,11.4,2.0
CHK-003197,BAT-001066,2025-12-31 09:29:24,pre_dispatch,6.04,15.7,5.1
CHK-003198,BAT-001066,2026-01-01 05:52:24,arrival,6.73,11.5,7.6
CHK-003199,BAT-001067,2025-09-19 07:30:00,harvest,7.44,14.2,2.5
CHK-003200,BAT-001067,2026-01-12 08:15:36,pre_dispatch,7.16,11.7,3.8
CHK-003201,BAT-001067,2026-01-13 16:54:36,arrival,7.07,12.0,3.1
CHK-003202,BAT-001068,2025-09-24 14:45:00,harvest,8.26,12.5,0.6
CHK-003203,BAT-001068,2025-12-13 14:58:12,pre_dispatch,5.28,14.1,8.3
CHK-003204,BAT-001068,2025-12-15 00:16:36,arrival,5.9,12.2,2.7
CHK-003205,BAT-001069,2025-09-23 14:30:00,harvest,6.52,14.0,3.3
CHK-003206,BAT-001069,2025-12-14 14:58:12,pre_dispatch,5.51,15.0,8.0
CHK-003207,BAT-001069,2025-12-16 03:48:00,arrival,5.87,16.5,17.0
CHK-003208,BAT-001070,2025-10-03 07:15:00,harvest,8.34,15.1,2.1
CHK-003209,BAT-001070,2025-10-20 07:57:00,pre_dispatch,6.13,15.0,7.9
CHK-003210,BAT-001070,2025-10-20 21:50:00,arrival,5.59,15.4,11.2
CHK-003211,BAT-001071,2025-10-22 12:45:00,harvest,8.26,16.0,1.4
CHK-003212,BAT-001071,2026-01-24 12:21:36,pre_dispatch,5.67,13.7,4.9
CHK-003213,BAT-001071,2026-01-25 08:10:12,arrival,7.08,16.8,12.0
CHK-003214,BAT-001072,2025-06-23 14:15:00,harvest,7.99,14.6,1.2
CHK-003215,BAT-001072,2025-07-13 17:25:48,pre_dispatch,6.27,13.9,6.1
CHK-003216,BAT-001072,2025-07-14 05:41:00,arrival,4.18,14.7,5.9
CHK-003217,BAT-001073,2025-09-10 10:45:00,harvest,7.51,13.2,1.4
CHK-003218,BAT-001073,2025-11-21 13:28:12,pre_dispatch,7.16,13.8,8.1
CHK-003219,BAT-001073,2025-11-23 02:09:00,arrival,5.57,13.2,1.6
CHK-003220,BAT-001074,2025-08-19 14:45:00,harvest,8.45,14.7,3.7
CHK-003221,BAT-001074,2025-09-03 18:36:36,pre_dispatch,5.48,11.8,3.7
CHK-003222,BAT-001074,2025-09-05 12:09:36,arrival,5.17,13.6,6.0
CHK-003223,BAT-001075,2025-09-07 08:15:00,harvest,8.0,14.2,3.1
CHK-003224,BAT-001075,2025-12-05 10:46:48,pre_dispatch,7.48,16.4,6.1
CHK-003225,BAT-001075,2025-12-05 21:30:36,arrival,6.35,11.8,12.7
CHK-003226,BAT-001076,2025-10-09 15:15:00,harvest,6.62,16.3,2.4
CHK-003227,BAT-001076,2025-11-10 16:09:00,pre_dispatch,6.93,15.0,2.6
CHK-003228,BAT-001076,2025-11-11 14:06:24,arrival,4.11,15.6,5.0
CHK-003229,BAT-001077,2025-10-04 12:30:00,harvest,8.16,15.9,1.4
CHK-003230,BAT-001077,2026-02-10 15:02:24,pre_dispatch,5.99,16.1,1.3
CHK-003231,BAT-001077,2026-02-11 03:12:36,arrival,5.11,15.9,11.5
CHK-003232,BAT-001078,2025-08-25 08:15:00,harvest,7.87,12.5,3.3
CHK-003233,BAT-001078,2025-09-29 11:38:24,pre_dispatch,6.25,12.3,2.1
CHK-003234,BAT-001078,2025-09-29 21:08:24,arrival,6.83,11.7,10.0
CHK-003235,BAT-001079,2025-10-10 13:30:00,harvest,7.28,11.3,2.2
CHK-003236,BAT-001079,2025-12-30 17:29:24,pre_dispatch,6.5,14.2,5.5
CHK-003237,BAT-001079,2026-01-01 11:05:24,arrival,4.24,15.0,2.3
CHK-003238,BAT-001080,2025-09-29 15:15:00,harvest,7.36,11.4,1.6
CHK-003239,BAT-001080,2025-11-02 16:27:36,pre_dispatch,5.81,16.9,1.7
CHK-003240,BAT-001080,2025-11-03 01:24:36,arrival,6.29,15.5,16.2
CHK-003241,BAT-001081,2025-10-09 07:45:00,harvest,6.68,12.3,0.5
CHK-003242,BAT-001081,2025-10-25 10:28:48,pre_dispatch,7.46,13.9,6.0
CHK-003243,BAT-001081,2025-10-26 19:21:24,arrival,5.06,12.9,14.6
CHK-003244,BAT-001082,2025-10-13 13:30:00,harvest,7.01,14.9,3.0
CHK-003245,BAT-001082,2025-12-20 14:51:00,pre_dispatch,7.4,13.3,6.4
CHK-003246,BAT-001082,2025-12-21 23:34:24,arrival,6.85,12.7,16.0
CHK-003247,BAT-001083,2025-09-23 13:00:00,harvest,7.02,13.0,3.3
CHK-003248,BAT-001083,2025-10-03 12:30:00,pre_dispatch,6.79,11.8,3.0
CHK-003249,BAT-001083,2025-10-04 21:40:48,arrival,6.77,13.5,2.2
CHK-003250,BAT-001084,2025-08-26 11:45:00,harvest,8.26,12.2,2.7
CHK-003251,BAT-001084,2025-09-21 12:07:12,pre_dispatch,6.4,12.8,2.5
CHK-003252,BAT-001084,2025-09-22 07:45:48,arrival,5.04,13.8,8.2
CHK-003253,BAT-001085,2025-08-27 14:45:00,harvest,8.02,15.5,3.6
CHK-003254,BAT-001085,2025-12-29 15:01:48,pre_dispatch,6.28,12.0,5.8
CHK-003255,BAT-001085,2025-12-30 11:59:36,arrival,5.41,17.0,2.9
CHK-003256,BAT-001086,2025-08-05 08:45:00,harvest,6.71,13.9,0.9
CHK-003257,BAT-001086,2025-08-16 08:54:00,pre_dispatch,6.98,11.6,7.6
CHK-003258,BAT-001086,2025-08-17 21:09:00,arrival,6.39,11.5,17.7
CHK-003259,BAT-001087,2025-09-27 11:15:00,harvest,7.48,14.7,3.6
CHK-003260,BAT-001087,2026-01-29 12:51:00,pre_dispatch,6.96,16.4,1.6
CHK-003261,BAT-001087,2026-01-30 00:21:00,arrival,6.57,11.9,12.3
CHK-003262,BAT-001088,2025-05-21 14:00:00,harvest,7.47,15.5,2.6
CHK-003263,BAT-001088,2025-05-25 13:35:24,pre_dispatch,7.68,11.8,6.3
CHK-003264,BAT-001088,2025-05-25 22:57:48,arrival,6.94,17.1,4.5
CHK-003265,BAT-001089,2025-10-11 07:30:00,harvest,8.47,12.7,1.0
CHK-003266,BAT-001089,2026-01-17 10:00:00,pre_dispatch,7.73,15.6,3.2
CHK-003267,BAT-001089,2026-01-17 19:37:36,arrival,6.03,13.7,12.9
CHK-003268,BAT-001090,2025-08-26 15:15:00,harvest,6.5,14.7,2.2
CHK-003269,BAT-001090,2025-11-23 15:06:00,pre_dispatch,7.77,13.8,5.1
CHK-003270,BAT-001090,2025-11-23 23:56:36,arrival,4.12,12.5,5.6
CHK-003271,BAT-001091,2025-09-12 15:30:00,harvest,7.15,13.1,2.9
CHK-003272,BAT-001091,2025-12-03 17:45:00,pre_dispatch,7.24,16.2,7.5
CHK-003273,BAT-001091,2025-12-04 05:54:00,arrival,7.08,11.8,17.5
CHK-003274,BAT-001092,2025-09-10 12:00:00,harvest,7.71,16.3,1.2
CHK-003275,BAT-001092,2025-09-30 12:46:12,pre_dispatch,6.59,12.8,1.0
CHK-003276,BAT-001092,2025-09-30 22:10:00,arrival,5.76,12.5,13.5
CHK-003277,BAT-001093,2025-09-19 13:45:00,harvest,7.74,15.1,1.0
CHK-003278,BAT-001093,2025-10-23 14:25:12,pre_dispatch,5.22,13.6,4.0
CHK-003279,BAT-001093,2025-10-25 09:01:12,arrival,4.56,16.1,13.6
CHK-003280,BAT-001094,2025-10-15 15:00:00,harvest,6.78,11.2,2.7
CHK-003281,BAT-001094,2025-12-28 15:13:12,pre_dispatch,6.54,15.1,5.3
CHK-003282,BAT-001094,2025-12-29 03:08:36,arrival,5.7,12.1,16.0
CHK-003283,BAT-001095,2025-08-26 11:15:00,harvest,7.96,14.4,3.4
CHK-003284,BAT-001095,2025-11-15 10:52:12,pre_dispatch,6.88,12.4,3.7
CHK-003285,BAT-001095,2025-11-16 09:22:00,arrival,6.08,17.0,2.1
CHK-003286,BAT-001096,2025-06-10 11:30:00,harvest,8.31,16.2,1.3
CHK-003287,BAT-001096,2025-06-14 14:15:00,pre_dispatch,6.85,15.6,7.2
CHK-003288,BAT-001096,2025-06-15 10:05:48,arrival,4.77,16.9,4.5
CHK-003289,BAT-001097,2025-10-11 08:45:00,harvest,8.14,15.4,0.7
CHK-003290,BAT-001097,2026-01-05 09:25:12,pre_dispatch,5.08,16.2,2.7
CHK-003291,BAT-001097,2026-01-05 19:01:12,arrival,4.39,14.5,10.2
CHK-003292,BAT-001098,2025-10-02 15:45:00,harvest,7.52,16.0,2.2
CHK-003293,BAT-001098,2025-10-20 18:40:12,pre_dispatch,6.05,14.9,5.0
CHK-003294,BAT-001098,2025-10-22 09:26:36,arrival,5.68,13.8,16.0
CHK-003295,BAT-001099,2025-07-06 10:15:00,harvest,7.49,14.4,3.0
CHK-003296,BAT-001099,2025-07-20 10:43:12,pre_dispatch,5.38,15.9,4.5
CHK-003297,BAT-001099,2025-07-21 06:13:00,arrival,5.17,14.7,14.5
CHK-003298,BAT-001100,2025-09-14 14:00:00,harvest,6.85,14.4,3.9
CHK-003299,BAT-001100,2025-11-08 17:25:12,pre_dispatch,5.9,16.6,5.1
CHK-003300,BAT-001100,2025-11-09 03:39:48,arrival,7.15,16.9,15.9
CHK-003301,BAT-001101,2025-09-01 15:15:00,harvest,6.89,15.9,2.4
CHK-003302,BAT-001101,2025-12-31 14:46:12,pre_dispatch,5.61,16.3,8.4
CHK-003303,BAT-001101,2026-01-01 00:08:48,arrival,7.03,16.6,4.5
CHK-003304,BAT-001102,2025-08-27 12:45:00,harvest,8.01,13.3,0.9
CHK-003305,BAT-001102,2025-11-26 15:27:00,pre_dispatch,6.36,13.5,2.0
CHK-003306,BAT-001102,2025-11-27 11:58:00,arrival,5.36,13.3,13.8
CHK-003307,BAT-001103,2025-09-28 08:15:00,harvest,8.44,14.5,1.1
CHK-003308,BAT-001103,2026-02-05 07:48:36,pre_dispatch,5.48,15.6,3.2
CHK-003309,BAT-001103,2026-02-07 01:52:48,arrival,6.13,16.2,11.5
CHK-003310,BAT-001104,2025-06-07 08:45:00,harvest,6.8,15.0,3.7
CHK-003311,BAT-001104,2025-06-12 10:18:36,pre_dispatch,6.75,15.2,6.0
CHK-003312,BAT-001104,2025-06-12 19:56:24,arrival,4.77,12.0,11.7
CHK-003313,BAT-001105,2025-09-02 14:30:00,harvest,6.87,13.0,3.3
CHK-003314,BAT-001105,2025-11-15 16:41:24,pre_dispatch,5.1,12.2,1.7
CHK-003315,BAT-001105,2025-11-17 12:59:48,arrival,6.67,16.7,11.8
CHK-003316,BAT-001106,2025-09-04 13:15:00,harvest,7.26,11.3,2.6
CHK-003317,BAT-001106,2025-10-12 16:21:36,pre_dispatch,7.08,11.8,5.6
CHK-003318,BAT-001106,2025-10-13 00:15:12,arrival,7.04,15.0,4.3
CHK-003319,BAT-001107,2025-08-09 11:30:00,harvest,7.81,11.9,2.0
CHK-003320,BAT-001107,2025-08-16 12:46:12,pre_dispatch,5.24,14.1,5.4
CHK-003321,BAT-001107,2025-08-16 21:11:48,arrival,5.52,12.6,14.7
CHK-003322,BAT-001108,2025-08-21 08:15:00,harvest,7.18,15.0,2.4
CHK-003323,BAT-001108,2025-12-29 09:46:12,pre_dispatch,6.4,17.0,4.7
CHK-003324,BAT-001108,2025-12-29 17:58:48,arrival,7.1,15.7,14.5
CHK-003325,BAT-001109,2025-09-04 15:30:00,harvest,6.88,14.3,2.7
CHK-003326,BAT-001109,2025-12-21 16:01:48,pre_dispatch,7.05,13.5,6.4
CHK-003327,BAT-001109,2025-12-21 23:41:00,arrival,4.35,13.5,11.8
CHK-003328,BAT-001110,2025-08-16 12:15:00,harvest,7.59,11.3,2.2
CHK-003329,BAT-001110,2025-08-31 13:35:24,pre_dispatch,7.65,14.8,5.2
CHK-003330,BAT-001110,2025-09-01 10:02:36,arrival,6.04,13.7,9.1
CHK-003331,BAT-001111,2025-08-28 11:30:00,harvest,7.42,14.7,1.0
CHK-003332,BAT-001111,2025-09-08 13:29:24,pre_dispatch,5.91,15.6,1.4
CHK-003333,BAT-001111,2025-09-10 02:14:24,arrival,4.88,14.3,11.9
CHK-003334,BAT-001112,2025-10-12 14:15:00,harvest,7.21,12.0,1.2
CHK-003335,BAT-001112,2026-01-19 14:55:12,pre_dispatch,6.74,13.0,7.0
CHK-003336,BAT-001112,2026-01-20 03:01:48,arrival,4.09,17.2,15.2
CHK-003337,BAT-001113,2025-10-03 08:00:00,harvest,7.97,14.7,2.8
CHK-003338,BAT-001113,2025-11-08 10:33:00,pre_dispatch,6.78,16.9,7.2
CHK-003339,BAT-001113,2025-11-08 22:20:48,arrival,4.64,15.4,13.3
CHK-003340,BAT-001114,2025-08-21 12:00:00,harvest,7.18,12.6,1.4
CHK-003341,BAT-001114,2025-09-10 12:33:00,pre_dispatch,6.04,15.2,3.4
CHK-003342,BAT-001114,2025-09-12 01:50:36,arrival,6.16,13.4,5.5
CHK-003343,BAT-001115,2025-10-23 09:15:00,harvest,7.18,11.8,1.5
CHK-003344,BAT-001115,2026-02-01 12:39:00,pre_dispatch,5.97,11.6,3.2
CHK-003345,BAT-001115,2026-02-02 15:23:48,arrival,7.02,16.4,1.7
CHK-003346,BAT-001116,2025-07-03 08:15:00,harvest,7.19,14.7,1.6
CHK-003347,BAT-001116,2025-07-24 09:19:12,pre_dispatch,7.4,12.0,4.8
CHK-003348,BAT-001116,2025-07-24 20:11:12,arrival,5.49,13.5,6.0
