shipment_id,batch_id,destination_market,destination_region,vehicle_type,planned_departure_datetime,planned_arrival_datetime,planned_duration_hours,actual_departure_datetime,actual_arrival_datetime,actual_delay_minutes,cold_chain_incident,transit_temp_mean_c
SHP-000920,BAT-000920,Warsaw,Central Europe,Reefer Truck,2025-07-02 14:47:24,2025-07-03 18:47:24,28.0,2025-07-02 14:55:24,2025-07-03 18:55:24,8,False,3.3
SHP-000921,BAT-000921,Bucharest,Romania,Reefer Truck,2026-02-27 16:44:24,2026-02-28 06:44:24,14.0,2026-02-27 16:48:24,2026-02-28 06:48:24,4,True,14.8
SHP-000922,BAT-000922,Bălți Wholesale,Domestic,Ambient Truck,2025-11-22 16:50:24,2025-11-22 21:50:24,5.0,2025-11-22 17:42:24,2025-11-22 22:42:24,52,False,18.0
SHP-000923,BAT-000923,Bălți Wholesale,Domestic,Ambient Truck,2026-03-31 13:38:24,2026-03-31 18:38:24,5.0,2026-03-31 15:34:24,2026-03-31 20:34:24,116,False,18.0
SHP-000924,BAT-000924,Warsaw,Central Europe,Reefer Truck,2026-01-21 13:52:12,2026-01-22 17:52:12,28.0,2026-01-21 13:52:12,2026-01-22 17:52:12,0,False,3.1
SHP-000925,BAT-000925,Bucharest,Romania,Reefer Truck,2026-03-05 12:34:48,2026-03-06 02:34:48,14.0,2026-03-05 14:34:48,2026-03-06 05:14:48,160,False,3.3
SHP-000926,BAT-000926,Bălți Wholesale,Domestic,Ambient Truck,2026-02-24 13:21:36,2026-02-24 18:21:36,5.0,2026-02-24 14:21:36,2026-02-24 19:21:36,60,False,18.0
SHP-000927,BAT-000927,Warsaw,Central Europe,Reefer Truck,2025-11-23 19:00:36,2025-11-24 23:00:36,28.0,2025-11-23 19:06:36,2025-11-24 23:06:36,6,False,2.7
SHP-000928,BAT-000928,Prague,Central Europe,Reefer Truck,2025-12-15 13:04:12,2025-12-16 21:04:12,32.0,2025-12-15 13:04:12,2025-12-16 21:04:12,0,False,3.8
SHP-000929,BAT-000929,Iași,Romania,Insulated Van,2025-11-22 21:48:36,2025-11-23 05:48:36,8.0,2025-11-22 22:57:36,2025-11-23 06:57:36,69,True,19.4
SHP-000930,BAT-000930,Bălți Wholesale,Domestic,Ambient Truck,2025-10-17 21:50:24,2025-10-18 02:50:24,5.0,2025-10-17 22:32:24,2025-10-18 03:32:24,42,False,15.1
SHP-000931,BAT-000931,Warsaw,Central Europe,Reefer Truck,2026-01-18 22:02:24,2026-01-20 02:02:24,28.0,2026-01-18 22:40:24,2026-01-20 02:40:24,38,False,2.9
SHP-000932,BAT-000932,Brașov,Romania,Reefer Truck,2026-01-23 14:14:24,2026-01-24 06:14:24,16.0,2026-01-23 14:14:24,2026-01-24 06:14:24,0,False,4.0
SHP-000933,BAT-000933,Bucharest,Romania,Reefer Truck,2026-01-18 21:16:12,2026-01-19 11:16:12,14.0,2026-01-18 21:51:12,2026-01-19 11:51:12,35,False,3.8
SHP-000934,BAT-000934,Bălți Wholesale,Domestic,Ambient Truck,2025-11-15 21:26:24,2025-11-16 02:26:24,5.0,2025-11-15 21:45:24,2025-11-16 02:45:24,19,False,18.0
SHP-000935,BAT-000935,Berlin,Western Europe,Reefer Truck,2025-11-17 23:33:36,2025-11-19 13:33:36,38.0,2025-11-18 00:03:36,2025-11-19 14:03:36,30,False,2.6
SHP-000936,BAT-000936,Brașov,Romania,Reefer Truck,2025-08-12 21:06:00,2025-08-13 13:06:00,16.0,2025-08-12 21:17:00,2025-08-13 13:17:00,11,False,4.1
SHP-000937,BAT-000937,Iași,Romania,Insulated Van,2026-01-30 18:31:12,2026-01-31 02:31:12,8.0,2026-01-30 18:44:12,2026-01-31 02:44:12,13,False,2.9
SHP-000938,BAT-000938,Bălți Wholesale,Domestic,Ambient Truck,2025-08-13 15:17:24,2025-08-13 20:17:24,5.0,2025-08-13 15:28:24,2025-08-13 20:28:24,11,False,21.9
SHP-000939,BAT-000939,Chișinău Local,Domestic,Insulated Van,2025-07-15 15:49:12,2025-07-15 19:49:12,4.0,2025-07-15 15:58:12,2025-07-15 19:58:12,9,True,18.3
SHP-000940,BAT-000940,Bălți Wholesale,Domestic,Ambient Truck,2026-01-15 18:18:36,2026-01-15 23:18:36,5.0,2026-01-15 18:21:36,2026-01-15 23:21:36,3,False,18.0
SHP-000941,BAT-000941,Iași,Romania,Insulated Van,2025-12-06 14:39:36,2025-12-06 22:39:36,8.0,2025-12-06 15:22:36,2025-12-06 23:22:36,43,False,4.1
SHP-000942,BAT-000942,Bălți Wholesale,Domestic,Ambient Truck,2025-09-12 15:50:24,2025-09-12 20:50:24,5.0,2025-09-12 15:50:24,2025-09-12 20:50:24,0,False,24.0
SHP-000943,BAT-000943,Chișinău Local,Domestic,Insulated Van,2026-02-07 17:16:12,2026-02-07 21:16:12,4.0,2026-02-07 17:33:12,2026-02-07 21:33:12,17,False,3.9
SHP-000944,BAT-000944,Bucharest,Romania,Reefer Truck,2025-11-27 22:03:00,2025-11-28 12:03:00,14.0,2025-11-27 22:06:00,2025-11-28 12:06:00,3,False,3.9
SHP-000945,BAT-000945,Iași,Romania,Insulated Van,2025-07-19 12:09:00,2025-07-19 20:09:00,8.0,2025-07-19 13:03:00,2025-07-19 21:03:00,54,False,3.1
SHP-000946,BAT-000946,Chișinău Local,Domestic,Insulated Van,2025-12-14 12:34:12,2025-12-14 16:34:12,4.0,2025-12-14 12:47:12,2025-12-14 16:47:12,13,False,3.7
SHP-000947,BAT-000947,Brașov,Romania,Reefer Truck,2025-12-16 20:15:00,2025-12-17 12:15:00,16.0,2025-12-16 20:42:00,2025-12-17 12:42:00,27,False,3.7
SHP-000948,BAT-000948,Brașov,Romania,Reefer Truck,2025-10-22 15:24:36,2025-10-23 07:24:36,16.0,2025-10-22 15:25:36,2025-10-23 07:25:36,1,False,4.4
SHP-000949,BAT-000949,Berlin,Western Europe,Reefer Truck,2025-09-23 11:10:12,2025-09-25 01:10:12,38.0,2025-09-23 11:19:12,2025-09-25 01:19:12,9,False,3.9
SHP-000950,BAT-000950,Chișinău Local,Domestic,Insulated Van,2025-11-29 22:45:00,2025-11-30 02:45:00,4.0,2025-11-29 22:45:00,2025-11-30 02:45:00,0,False,4.3
SHP-000951,BAT-000951,Prague,Central Europe,Reefer Truck,2025-09-10 17:15:36,2025-09-12 01:15:36,32.0,2025-09-10 17:15:36,2025-09-12 01:15:36,0,False,3.3
SHP-000952,BAT-000952,Warsaw,Central Europe,Reefer Truck,2025-12-29 12:37:12,2025-12-30 16:37:12,28.0,2025-12-29 12:43:12,2025-12-30 16:43:12,6,False,3.1
SHP-000953,BAT-000953,Bucharest,Romania,Reefer Truck,2025-12-01 13:43:48,2025-12-02 03:43:48,14.0,2025-12-01 14:06:48,2025-12-02 04:06:48,23,False,2.8
SHP-000954,BAT-000954,Brașov,Romania,Reefer Truck,2025-07-25 17:07:48,2025-07-26 09:07:48,16.0,2025-07-25 17:09:48,2025-07-26 09:09:48,2,False,4.5
SHP-000955,BAT-000955,Chișinău Local,Domestic,Insulated Van,2025-10-26 22:26:24,2025-10-27 02:26:24,4.0,2025-10-26 23:10:24,2025-10-27 03:10:24,44,False,4.1
SHP-000956,BAT-000956,Chișinău Local,Domestic,Insulated Van,2025-12-14 16:52:48,2025-12-14 20:52:48,4.0,2025-12-14 17:24:48,2025-12-14 21:24:48,32,False,3.3
SHP-000957,BAT-000957,Chișinău Local,Domestic,Insulated Van,2026-01-03 11:40:12,2026-01-03 15:40:12,4.0,2026-01-03 11:40:12,2026-01-03 15:40:12,0,False,3.7
SHP-000958,BAT-000958,Chișinău Local,Domestic,Insulated Van,2026-01-19 11:42:36,2026-01-19 15:42:36,4.0,2026-01-19 11:54:36,2026-01-19 15:54:36,12,False,3.8
SHP-000959,BAT-000959,Warsaw,Central Europe,Reefer Truck,2025-11-15 14:33:36,2025-11-16 18:33:36,28.0,2025-11-15 15:45:36,2025-11-16 19:45:36,72,False,3.8
SHP-000960,BAT-000960,Iași,Romania,Insulated Van,2025-09-13 21:16:48,2025-09-14 05:16:48,8.0,2025-09-13 21:24:48,2025-09-14 05:24:48,8,False,3.0
SHP-000961,BAT-000961,Berlin,Western Europe,Reefer Truck,2025-11-19 12:28:48,2025-11-21 02:28:48,38.0,2025-11-19 13:10:48,2025-11-21 03:10:48,42,False,2.7
SHP-000962,BAT-000962,Prague,Central Europe,Reefer Truck,2025-11-28 19:21:00,2025-11-30 03:21:00,32.0,2025-11-28 19:21:00,2025-11-30 03:21:00,0,False,4.4
SHP-000963,BAT-000963,Iași,Romania,Insulated Van,2026-01-25 11:39:00,2026-01-25 19:39:00,8.0,2026-01-25 11:56:00,2026-01-25 19:56:00,17,False,3.0
SHP-000964,BAT-000964,Chișinău Local,Domestic,Insulated Van,2025-11-06 22:04:48,2025-11-07 02:04:48,4.0,2025-11-06 22:04:48,2025-11-07 02:04:48,0,False,2.9
SHP-000965,BAT-000965,Prague,Central Europe,Reefer Truck,2025-11-16 15:18:00,2025-11-17 23:18:00,32.0,2025-11-16 15:42:00,2025-11-17 23:42:00,24,False,3.2
SHP-000966,BAT-000966,Iași,Romania,Insulated Van,2025-07-23 17:42:36,2025-07-24 01:42:36,8.0,2025-07-23 18:32:36,2025-07-24 02:32:36,50,False,2.6
SHP-000967,BAT-000967,Brașov,Romania,Reefer Truck,2026-03-05 19:39:00,2026-03-06 11:39:00,16.0,2026-03-05 19:51:00,2026-03-06 11:51:00,12,False,2.5
SHP-000968,BAT-000968,Prague,Central Europe,Reefer Truck,2026-02-25 17:37:12,2026-02-27 01:37:12,32.0,2026-02-25 18:36:12,2026-02-27 02:36:12,59,True,14.9
SHP-000969,BAT-000969,Iași,Romania,Insulated Van,2025-12-06 15:10:48,2025-12-06 23:10:48,8.0,2025-12-06 16:48:48,2025-12-07 00:48:48,98,False,4.3
SHP-000970,BAT-000970,Chișinău Local,Domestic,Reefer Truck,2025-07-02 14:36:36,2025-07-02 18:36:36,4.0,2025-07-02 14:36:36,2025-07-02 18:36:36,0,False,3.6
SHP-000971,BAT-000971,Brașov,Romania,Reefer Truck,2025-11-26 18:18:00,2025-11-27 10:18:00,16.0,2025-11-26 18:37:00,2025-11-27 10:37:00,19,False,4.5
SHP-000972,BAT-000972,Iași,Romania,Insulated Van,2025-11-11 16:11:24,2025-11-12 00:11:24,8.0,2025-11-11 16:11:24,2025-11-12 00:11:24,0,False,3.9
SHP-000973,BAT-000973,Bălți Wholesale,Domestic,Ambient Truck,2025-12-02 23:10:12,2025-12-03 04:10:12,5.0,2025-12-02 23:29:12,2025-12-03 04:29:12,19,False,18.0
SHP-000974,BAT-000974,Bucharest,Romania,Reefer Truck,2026-01-08 10:37:48,2026-01-09 00:37:48,14.0,2026-01-08 10:45:48,2026-01-09 00:45:48,8,False,2.9
SHP-000975,BAT-000975,Warsaw,Central Europe,Reefer Truck,2025-08-18 15:02:24,2025-08-19 19:02:24,28.0,2025-08-18 15:02:24,2025-08-19 19:02:24,0,False,3.4
SHP-000976,BAT-000976,Prague,Central Europe,Reefer Truck,2025-12-29 18:57:00,2025-12-31 02:57:00,32.0,2025-12-29 19:27:00,2025-12-31 03:27:00,30,False,2.6
SHP-000977,BAT-000977,Bucharest,Romania,Reefer Truck,2025-09-21 19:40:12,2025-09-22 09:40:12,14.0,2025-09-21 19:40:12,2025-09-22 09:40:12,0,False,4.0
SHP-000978,BAT-000978,Chișinău Local,Domestic,Insulated Van,2025-09-15 21:36:00,2025-09-16 01:36:00,4.0,2025-09-15 21:46:00,2025-09-16 01:46:00,10,False,2.6
SHP-000979,BAT-000979,Bucharest,Romania,Reefer Truck,2025-10-27 13:59:24,2025-10-28 03:59:24,14.0,2025-10-27 14:01:24,2025-10-28 04:01:24,2,False,3.9
SHP-000980,BAT-000980,Bucharest,Romania,Reefer Truck,2025-07-29 18:06:00,2025-07-30 08:06:00,14.0,2025-07-29 20:06:00,2025-07-30 10:48:00,162,False,2.6
SHP-000981,BAT-000981,Chișinău Local,Domestic,Insulated Van,2026-01-24 20:34:12,2026-01-25 00:34:12,4.0,2026-01-24 21:31:12,2026-01-25 01:31:12,57,False,3.4
SHP-000982,BAT-000982,Brașov,Romania,Reefer Truck,2025-12-23 15:10:48,2025-12-24 07:10:48,16.0,2025-12-23 15:38:48,2025-12-24 07:38:48,28,False,3.1
SHP-000983,BAT-000983,Prague,Central Europe,Reefer Truck,2026-01-04 13:22:12,2026-01-05 21:22:12,32.0,2026-01-04 13:40:12,2026-01-05 21:40:12,18,False,3.9
SHP-000984,BAT-000984,Brașov,Romania,Reefer Truck,2025-10-11 16:18:00,2025-10-12 08:18:00,16.0,2025-10-11 16:18:00,2025-10-12 08:18:00,0,False,3.0
SHP-000985,BAT-000985,Bălți Wholesale,Domestic,Ambient Truck,2025-11-12 18:17:24,2025-11-12 23:17:24,5.0,2025-11-12 18:22:24,2025-11-12 23:22:24,5,False,22.7
SHP-000986,BAT-000986,Prague,Central Europe,Reefer Truck,2026-01-26 19:12:00,2026-01-28 03:12:00,32.0,2026-01-26 19:29:00,2026-01-28 03:29:00,17,False,3.6
SHP-000987,BAT-000987,Bucharest,Romania,Reefer Truck,2025-12-15 18:34:12,2025-12-16 08:34:12,14.0,2025-12-15 18:34:12,2025-12-16 08:34:12,0,False,2.8
SHP-000988,BAT-000988,Bucharest,Romania,Reefer Truck,2025-12-09 20:03:00,2025-12-10 10:03:00,14.0,2025-12-09 22:03:00,2025-12-10 18:55:00,532,False,3.4
SHP-000989,BAT-000989,Prague,Central Europe,Reefer Truck,2025-06-22 11:35:24,2025-06-23 19:35:24,32.0,2025-06-22 13:09:24,2025-06-23 21:09:24,94,False,4.1
SHP-000990,BAT-000990,Prague,Central Europe,Reefer Truck,2025-11-05 13:11:24,2025-11-06 21:11:24,32.0,2025-11-05 13:11:24,2025-11-06 21:11:24,0,False,3.1
SHP-000991,BAT-000991,Brașov,Romania,Reefer Truck,2025-11-23 22:25:12,2025-11-24 14:25:12,16.0,2025-11-23 22:49:12,2025-11-24 14:49:12,24,False,3.4
SHP-000992,BAT-000992,Bălți Wholesale,Domestic,Ambient Truck,2025-12-12 13:02:24,2025-12-12 18:02:24,5.0,2025-12-12 13:10:24,2025-12-12 18:10:24,8,False,18.0
SHP-000993,BAT-000993,Chișinău Local,Domestic,Reefer Truck,2025-06-01 10:57:36,2025-06-01 14:57:36,4.0,2025-06-01 12:57:36,2025-06-01 17:12:36,135,False,2.8
SHP-000994,BAT-000994,Bălți Wholesale,Domestic,Ambient Truck,2026-02-23 16:15:00,2026-02-23 21:15:00,5.0,2026-02-23 16:42:00,2026-02-23 21:42:00,27,False,18.0
SHP-000995,BAT-000995,Berlin,Western Europe,Reefer Truck,2026-03-11 19:21:36,2026-03-13 09:21:36,38.0,2026-03-11 19:54:36,2026-03-13 09:54:36,33,False,2.6
SHP-000996,BAT-000996,Chișinău Local,Domestic,Reefer Truck,2025-06-08 10:55:48,2025-06-08 14:55:48,4.0,2025-06-08 11:45:48,2025-06-08 15:45:48,50,False,3.5
SHP-000997,BAT-000997,Berlin,Western Europe,Reefer Truck,2025-11-17 19:00:00,2025-11-19 09:00:00,38.0,2025-11-17 21:00:00,2025-11-19 12:29:00,209,False,3.3
SHP-000998,BAT-000998,Berlin,Western Europe,Reefer Truck,2026-01-18 17:57:36,2026-01-20 07:57:36,38.0,2026-01-18 17:57:36,2026-01-20 07:57:36,0,False,3.0
SHP-000999,BAT-000999,Chișinău Local,Domestic,Insulated Van,2025-10-17 20:21:36,2025-10-18 00:21:36,4.0,2025-10-17 20:36:36,2025-10-18 00:36:36,15,False,4.4
SHP-001000,BAT-001000,Iași,Romania,Insulated Van,2025-10-09 18:14:24,2025-10-10 02:14:24,8.0,2025-10-09 19:36:24,2025-10-10 03:36:24,82,False,2.8
SHP-001001,BAT-001001,Iași,Romania,Insulated Van,2025-10-31 16:20:24,2025-11-01 00:20:24,8.0,2025-10-31 16:21:24,2025-11-01 00:21:24,1,False,4.3
SHP-001002,BAT-001002,Berlin,Western Europe,Reefer Truck,2025-12-19 17:51:36,2025-12-21 07:51:36,38.0,2025-12-19 18:02:36,2025-12-21 08:02:36,11,False,2.9
SHP-001003,BAT-001003,Chișinău Local,Domestic,Insulated Van,2025-07-31 15:26:24,2025-07-31 19:26:24,4.0,2025-07-31 15:50:24,2025-07-31 19:50:24,24,False,2.6
SHP-001004,BAT-001004,Brașov,Romania,Insulated Van,2025-07-30 20:22:12,2025-07-31 12:22:12,16.0,2025-07-30 20:24:12,2025-07-31 12:24:12,2,False,3.7
SHP-001005,BAT-001005,Warsaw,Central Europe,Reefer Truck,2025-12-08 15:22:48,2025-12-09 19:22:48,28.0,2025-12-08 15:34:48,2025-12-09 19:34:48,12,False,3.6
SHP-001006,BAT-001006,Warsaw,Central Europe,Reefer Truck,2025-11-17 14:14:24,2025-11-18 18:14:24,28.0,2025-11-17 14:37:24,2025-11-18 18:37:24,23,False,2.7
SHP-001007,BAT-001007,Prague,Central Europe,Reefer Truck,2025-12-11 12:34:12,2025-12-12 20:34:12,32.0,2025-12-11 12:34:12,2025-12-12 20:34:12,0,False,2.8
SHP-001008,BAT-001008,Warsaw,Central Europe,Reefer Truck,2026-01-02 15:45:00,2026-01-03 19:45:00,28.0,2026-01-02 16:13:00,2026-01-03 20:13:00,28,False,3.6
SHP-001009,BAT-001009,Bucharest,Romania,Reefer Truck,2025-11-19 23:18:00,2025-11-20 13:18:00,14.0,2025-11-19 23:43:00,2025-11-20 13:43:00,25,False,2.7
SHP-001010,BAT-001010,Chișinău Local,Domestic,Insulated Van,2025-11-15 18:54:36,2025-11-15 22:54:36,4.0,2025-11-15 18:54:36,2025-11-15 22:54:36,0,False,3.0
SHP-001011,BAT-001011,Berlin,Western Europe,Reefer Truck,2025-11-21 21:32:24,2025-11-23 11:32:24,38.0,2025-11-21 23:32:24,2025-11-23 19:24:24,472,False,3.8
SHP-001012,BAT-001012,Berlin,Western Europe,Reefer Truck,2025-12-02 18:24:00,2025-12-04 08:24:00,38.0,2025-12-02 18:35:00,2025-12-04 08:35:00,11,False,2.8
SHP-001013,BAT-001013,Bălți Wholesale,Domestic,Ambient Truck,2025-10-28 20:05:24,2025-10-29 01:05:24,5.0,2025-10-28 20:19:24,2025-10-29 01:19:24,14,False,15.8
SHP-001014,BAT-001014,Iași,Romania,Insulated Van,2025-12-07 12:55:48,2025-12-07 20:55:48,8.0,2025-12-07 12:58:48,2025-12-07 20:58:48,3,False,2.6
SHP-001015,BAT-001015,Warsaw,Central Europe,Reefer Truck,2026-01-29 14:40:48,2026-01-30 18:40:48,28.0,2026-01-29 14:40:48,2026-01-30 18:40:48,0,False,4.3
SHP-001016,BAT-001016,Iași,Romania,Insulated Van,2026-03-26 17:07:48,2026-03-27 01:07:48,8.0,2026-03-26 17:20:48,2026-03-27 01:20:48,13,False,4.5
SHP-001017,BAT-001017,Chișinău Local,Domestic,Insulated Van,2025-12-23 15:45:36,2025-12-23 19:45:36,4.0,2025-12-23 16:06:36,2025-12-23 20:06:36,21,False,3.4
SHP-001018,BAT-001018,Berlin,Western Europe,Reefer Truck,2025-09-01 16:27:36,2025-09-03 06:27:36,38.0,2025-09-01 16:55:36,2025-09-03 06:55:36,28,False,2.6
SHP-001019,BAT-001019,Prague,Central Europe,Reefer Truck,2026-01-21 19:46:12,2026-01-23 03:46:12,32.0,2026-01-21 19:53:12,2026-01-23 03:53:12,7,False,4.2
SHP-001020,BAT-001020,Warsaw,Central Europe,Reefer Truck,2025-10-05 17:46:48,2025-10-06 21:46:48,28.0,2025-10-05 17:52:48,2025-10-06 21:52:48,6,True,18.6
SHP-001021,BAT-001021,Bucharest,Romania,Reefer Truck,2025-10-31 17:11:24,2025-11-01 07:11:24,14.0,2025-10-31 17:11:24,2025-11-01 07:11:24,0,False,3.8
SHP-001022,BAT-001022,Chișinău Local,Domestic,Insulated Van,2025-09-07 19:29:24,2025-09-07 23:29:24,4.0,2025-09-07 20:01:24,2025-09-08 00:01:24,32,False,2.7
SHP-001023,BAT-001023,Prague,Central Europe,Reefer Truck,2026-01-19 13:25:12,2026-01-20 21:25:12,32.0,2026-01-19 13:25:12,2026-01-20 21:25:12,0,False,4.1
SHP-001024,BAT-001024,Berlin,Western Europe,Reefer Truck,2025-09-28 16:02:24,2025-09-30 06:02:24,38.0,2025-09-28 16:02:24,2025-09-30 06:02:24,0,False,3.7
SHP-001025,BAT-001025,Bălți Wholesale,Domestic,Ambient Truck,2025-08-02 21:51:36,2025-08-03 02:51:36,5.0,2025-08-02 21:51:36,2025-08-03 02:51:36,0,True,29.2
SHP-001026,BAT-001026,Chișinău Local,Domestic,Insulated Van,2026-01-15 17:05:24,2026-01-15 21:05:24,4.0,2026-01-15 17:05:24,2026-01-15 21:05:24,0,False,2.7
SHP-001027,BAT-001027,Berlin,Western Europe,Reefer Truck,2026-01-19 13:49:48,2026-01-21 03:49:48,38.0,2026-01-19 15:49:48,2026-01-21 09:58:48,369,False,4.2
SHP-001028,BAT-001028,Prague,Central Europe,Reefer Truck,2025-11-24 21:42:00,2025-11-26 05:42:00,32.0,2025-11-24 21:42:00,2025-11-26 05:42:00,0,False,4.0
SHP-001029,BAT-001029,Prague,Central Europe,Reefer Truck,2025-10-15 18:09:00,2025-10-17 02:09:00,32.0,2025-10-15 19:07:00,2025-10-17 03:07:00,58,False,4.4
SHP-001030,BAT-001030,Bucharest,Romania,Reefer Truck,2025-10-29 16:19:48,2025-10-30 06:19:48,14.0,2025-10-29 16:22:48,2025-10-30 06:22:48,3,False,2.9
SHP-001031,BAT-001031,Iași,Romania,Insulated Van,2025-10-26 21:54:36,2025-10-27 05:54:36,8.0,2025-10-26 22:16:36,2025-10-27 06:16:36,22,False,3.4
SHP-001032,BAT-001032,Iași,Romania,Insulated Van,2026-04-03 14:55:12,2026-04-03 22:55:12,8.0,2026-04-03 15:24:12,2026-04-03 23:24:12,29,False,2.8
SHP-001033,BAT-001033,Bucharest,Romania,Reefer Truck,2025-07-04 18:22:48,2025-07-05 08:22:48,14.0,2025-07-04 18:45:48,2025-07-05 08:45:48,23,False,3.6
SHP-001034,BAT-001034,Prague,Central Europe,Reefer Truck,2026-01-03 14:25:12,2026-01-04 22:25:12,32.0,2026-01-03 14:25:12,2026-01-04 22:25:12,0,False,3.1
SHP-001035,BAT-001035,Warsaw,Central Europe,Reefer Truck,2026-01-18 19:10:12,2026-01-19 23:10:12,28.0,2026-01-18 19:45:12,2026-01-19 23:45:12,35,False,3.4
SHP-001036,BAT-001036,Warsaw,Central Europe,Reefer Truck,2025-08-25 15:27:00,2025-08-26 19:27:00,28.0,2025-08-25 15:55:00,2025-08-26 19:55:00,28,False,3.3
SHP-001037,BAT-001037,Berlin,Western Europe,Reefer Truck,2025-11-22 20:12:36,2025-11-24 10:12:36,38.0,2025-11-22 20:12:36,2025-11-24 10:12:36,0,False,4.0
SHP-001038,BAT-001038,Chișinău Local,Domestic,Insulated Van,2025-11-09 18:16:12,2025-11-09 22:16:12,4.0,2025-11-09 18:35:12,2025-11-09 22:35:12,19,False,3.5
SHP-001039,BAT-001039,Warsaw,Central Europe,Reefer Truck,2025-10-30 12:51:00,2025-10-31 16:51:00,28.0,2025-10-30 14:51:00,2025-10-31 19:17:00,146,False,4.0
SHP-001040,BAT-001040,Chișinău Local,Domestic,Insulated Van,2025-11-16 16:07:48,2025-11-16 20:07:48,4.0,2025-11-16 18:07:48,2025-11-16 23:35:48,208,False,4.0
SHP-001041,BAT-001041,Prague,Central Europe,Reefer Truck,2025-10-12 19:40:12,2025-10-14 03:40:12,32.0,2025-10-12 20:15:12,2025-10-14 04:15:12,35,False,4.3
SHP-001042,BAT-001042,Brașov,Romania,Reefer Truck,2025-10-15 14:19:12,2025-10-16 06:19:12,16.0,2025-10-15 15:38:12,2025-10-16 07:38:12,79,False,3.3
SHP-001043,BAT-001043,Brașov,Romania,Reefer Truck,2025-11-29 14:40:48,2025-11-30 06:40:48,16.0,2025-11-29 15:32:48,2025-11-30 07:32:48,52,False,3.8
SHP-001044,BAT-001044,Iași,Romania,Insulated Van,2026-01-29 20:20:24,2026-01-30 04:20:24,8.0,2026-01-29 20:47:24,2026-01-30 04:47:24,27,False,4.0
SHP-001045,BAT-001045,Bucharest,Romania,Reefer Truck,2025-12-31 18:19:12,2026-01-01 08:19:12,14.0,2025-12-31 18:19:12,2026-01-01 08:19:12,0,False,2.7
SHP-001046,BAT-001046,Bălți Wholesale,Domestic,Ambient Truck,2025-12-07 15:03:00,2025-12-07 20:03:00,5.0,2025-12-07 16:08:00,2025-12-07 21:08:00,65,False,18.0
SHP-001047,BAT-001047,Bălți Wholesale,Domestic,Ambient Truck,2025-11-05 19:06:36,2025-11-06 00:06:36,5.0,2025-11-05 20:41:36,2025-11-06 01:41:36,95,False,15.9
SHP-001048,BAT-001048,Warsaw,Central Europe,Reefer Truck,2025-11-06 17:30:00,2025-11-07 21:30:00,28.0,2025-11-06 18:04:00,2025-11-07 22:04:00,34,False,4.5
SHP-001049,BAT-001049,Bucharest,Romania,Reefer Truck,2025-10-20 20:16:12,2025-10-21 10:16:12,14.0,2025-10-20 21:54:12,2025-10-21 11:54:12,98,False,2.6
SHP-001050,BAT-001050,Prague,Central Europe,Reefer Truck,2025-12-13 20:57:36,2025-12-15 04:57:36,32.0,2025-12-13 21:20:36,2025-12-15 05:20:36,23,False,4.1
SHP-001051,BAT-001051,Berlin,Western Europe,Reefer Truck,2025-08-20 17:54:00,2025-08-22 07:54:00,38.0,2025-08-20 18:35:00,2025-08-22 08:35:00,41,False,2.6
SHP-001052,BAT-001052,Berlin,Western Europe,Reefer Truck,2026-02-10 15:28:48,2026-02-12 05:28:48,38.0,2026-02-10 17:28:48,2026-02-12 16:34:48,666,False,3.9
SHP-001053,BAT-001053,Chișinău Local,Domestic,Insulated Van,2025-11-17 12:38:24,2025-11-17 16:38:24,4.0,2025-11-17 13:58:24,2025-11-17 17:58:24,80,False,3.9
SHP-001054,BAT-001054,Berlin,Western Europe,Reefer Truck,2026-01-25 14:51:00,2026-01-27 04:51:00,38.0,2026-01-25 15:03:00,2026-01-27 05:03:00,12,False,3.5
SHP-001055,BAT-001055,Brașov,Romania,Reefer Truck,2026-01-09 14:45:00,2026-01-10 06:45:00,16.0,2026-01-09 16:12:00,2026-01-10 08:12:00,87,False,2.6
SHP-001056,BAT-001056,Iași,Romania,Insulated Van,2025-08-29 14:15:00,2025-08-29 22:15:00,8.0,2025-08-29 14:29:00,2025-08-29 22:29:00,14,False,3.2
SHP-001057,BAT-001057,Iași,Romania,Reefer Truck,2025-06-29 22:05:24,2025-06-30 06:05:24,8.0,2025-06-30 00:05:24,2025-06-30 17:41:24,696,False,3.3
SHP-001058,BAT-001058,Bălți Wholesale,Domestic,Ambient Truck,2025-10-26 12:47:24,2025-10-26 17:47:24,5.0,2025-10-26 13:39:24,2025-10-26 18:39:24,52,False,18.0
SHP-001059,BAT-001059,Berlin,Western Europe,Reefer Truck,2025-07-15 13:37:12,2025-07-17 03:37:12,38.0,2025-07-15 13:41:12,2025-07-17 03:41:12,4,False,4.1
SHP-001060,BAT-001060,Bucharest,Romania,Reefer Truck,2025-12-11 20:40:12,2025-12-12 10:40:12,14.0,2025-12-11 20:40:12,2025-12-12 10:40:12,0,False,3.2
SHP-001061,BAT-001061,Prague,Central Europe,Reefer Truck,2026-01-12 17:47:24,2026-01-14 01:47:24,32.0,2026-01-12 18:00:24,2026-01-14 02:00:24,13,False,2.7
SHP-001062,BAT-001062,Bucharest,Romania,Reefer Truck,2025-12-25 18:18:00,2025-12-26 08:18:00,14.0,2025-12-25 20:18:00,2025-12-26 10:18:00,120,True,25.8
